BRIGHSTONE-PITT-PLACE-(NEW-GAUGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SZ412835,Long,-1.418605,Lat,50.649733,Elevation,190,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,3.31,5.94,,4.65,3.26,2.47,2.03,2.54,1.63,4.77,5.91,3.32,5.21,3.18,3.89,3.65,5.14,1.91,1.61,2.25,3.46,5.49,1.02,1.28,3.58,,,,,,,,,
February,,,,,,,,5.75,1.95,0.94,0.75,1.91,0,3.39,,3.51,2.95,4.66,0.73,1.29,3.88,3.03,0.37,1.34,0.75,1.81,2.78,1.75,1.22,1.09,5.15,7.11,,,,,,,,,
March,,,,,,,,3.32,2.73,0.18,0.67,1.3,1.24,2.39,2.73,1.15,2,3.78,0.37,1.32,3.21,3.43,2.98,0.77,0.24,0.97,1.5,5.82,0.56,1.83,1.38,4.23,,,,,,,,,
April,,,,,,,,2.07,2.42,0.92,2.4,2.98,2.36,1.72,2.17,3.39,1.35,2.19,0,2.43,0.97,1.35,1.18,1,1.81,1.04,2.25,1.56,1.13,1.43,1.84,2.08,,,,,,,,,
May,,,,,,,,0.76,1.53,,1.86,3.45,3.77,1.64,0.73,0.74,0.29,2.1,1.22,1.2,1.08,2.32,2.74,1.75,0.29,1.46,3.15,1.85,3.03,1.77,1.52,2.51,,,,,,,,,
June,,,,,,,,2.05,1.83,,0.64,2.07,1.85,0.92,1.25,1.97,3.41,0.55,0.52,1.86,0.17,0.89,0.66,0.66,1.63,2.55,3,1.57,1.38,0.32,1.5,1.23,,,,,,,,,
July,,,,,,,,3.36,2.09,1.06,2.18,3.1,2.67,1.41,0.84,0.17,3.71,1.74,1.86,4.1,3.89,2.35,1.97,3.56,2.89,1.99,1.14,0.82,1.29,0.26,3.68,2.13,,,,,,,,,
August,,,,,,,,3.19,1.59,1.58,3.01,2.8,1.3,0.97,2.28,3.92,0.2,1.56,1.32,3.24,0,3.65,2.37,1.21,2.22,1.72,3.4,0.9,3.59,1.95,3.03,4.04,,,,,,,,,
September,,,,,,,,6.27,1.26,0.44,2.54,1.7,2.76,3.14,1.69,3.27,2.64,2.49,1.39,1.04,1.58,0.89,2.62,1.75,1.42,1.86,2.56,1.04,2.33,4.19,3.45,,,,,,,,,,
October,,,,,,,,1.37,7.37,4.36,2.62,0.56,6.26,1.55,1.53,3.19,1.08,2.99,3.33,7.36,3.17,0.76,3.29,4.23,3.63,2.51,1.33,1.4,1.67,9.58,0.75,,,,,,,,,,
November,,,,,,,,4.06,2.93,,5.14,3.82,2.02,0.89,3.89,7.57,4.99,2.22,4.3,5.98,7.45,2.47,0.95,1.79,5.71,0.47,4.46,1.64,2.08,3.7,,,,,,,,,,,
December,,,,,,,,3.9,2.99,,3.91,0.8,1.22,1.01,8.63,3.37,2.44,5.97,3.1,1.39,2.05,1.43,3.28,2.57,1.71,5.1,3.12,3.13,5.05,2.57,2.63,,,,,,,,,,
Total,,,,,,,,39.41,34.63,,30.37,27.75,27.92,21.06,,33.88,29.83,36.16,21.46,36.42,30.63,26.46,26.06,25.77,24.21,23.09,30.94,24.94,28.82,29.71,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 Not printed Gauge leaky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 New gauge - 5ins diameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 Lot of estimated values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 Lot of values are amended in red - no  note as to why or when they were amended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values as originally entered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Jan 4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      May 1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      June 0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Oct 2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Nov 6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Total 32.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934 Feb No data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Aug Zero added as no rain in south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 Nov Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 Sept 15th Gauge moved 300 to Pitt Place Cottage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
