"FRINDSBURY (SHORNELLS)",,,,,,,,,,,,
Grid ref,TQ745711,Long,0.507837,Lat,51.412068,,,,,,,
Station no,373/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.28,1.85,0.95,1.45,2.87,4.13,1.02,2.07,2.05,2.06,,
February,5.76,1.06,1.10,1.85,2.10,0.47,2.88,1.81,0.02,1.77,,
March,3.08,3.16,0.35,2.27,1.12,0.62,0.95,1.22,1.89,1.27,,
April,2.47,1.05,2.09,0.32,0.16,1.29,0.14,1.57,2.11,0.47,,
May,2.41,0.86,1.57,2.14,4.01,0.36,1.20,1.52,0.67,2.56,,
June,1.05,1.40,1.58,4.43,2.38,2.20,0.85,4.46,0.53,1.31,,
July,2.81,0.73,4.11,2.34,0.25,3.48,2.63,2.08,1.09,2.26,,
August,2.78,2.97,1.30,3.06,1.00,2.52,2.31,3.70,1.42,3.94,,
September,3.67,3.33,2.95,1.40,2.47,1.60,2.95,3.71,0.07,3.86,,
October,0.82,1.77,2.17,1.76,3.68,1.27,1.25,3.14,2.33,5.33,,
November,3.61,4.92,0.96,4.17,0.88,0.61,2.65,1.55,3.39,3.58,,
December,2.05,2.20,0.88,1.22,1.69,2.50,1.90,3.21,4.01,2.48,,
Total,32.79,25.30,20.01,26.41,22.61,21.05,20.73,30.04,19.58,30.89,,
Calc annual,32.79,25.30,20.01,26.41,22.61,21.05,20.73,30.04,19.58,30.89,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
