"HAYWARDS HEATH (ABBOTS LEIGH)",,,,,,,,,,,,
Grid ref,TQ351227,Long,-0.076523,Lat,50.987856,,,,,,,
Station no,510/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.76,2.94,1.41,1.34,3.89,,,,,,,
February,6.77,1.08,1.40,2.40,1.91,,,,,,,
March,3.85,3.53,0.41,3.80,1.17,,,,,,,
April,3.06,1.97,2.71,0.48,0.32,,,,,,,
May,2.26,2.08,1.93,1.46,5.30,,,,,,,
June,2.38,1.11,2.00,4.26,1.96,,,,,,,
July,2.82,0.87,3.48,4.33,0.52,,,,,,,
August,5.70,2.90,2.54,3.65,0.60,,,,,,,
September,3.46,3.13,3.91,3.29,3.06,,,,,,,
October,1.59,3.87,4.31,2.38,5.01,,,,,,,
November,6.50,4.60,1.76,7.53,1.68,,,,,,,
December,3.67,3.18,0.97,2.80,3.22,,,,,,,
Total,45.82,31.26,26.83,37.72,28.64,,,,,,,
Calc annual,45.82,31.26,26.83,37.72,28.64,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
