"NORTHWICH (LOSTOCK GRALAM)",,,,,,,,,,,,
Grid ref,SJ682743,Long,-2.478215,Lat,53.264735,,,,,,,
Station no,2779,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.18,2.87,0.86,2.06,2.25,3.97,1.41,2.47,2.36,4.62,,
February,2.00,1.24,1.00,2.27,1.98,0.39,2.12,4.33,0.35,1.95,,
March,-999.00,1.42,1.35,2.11,1.78,0.85,2.41,1.39,1.19,1.05,,
April,2.17,2.63,2.51,0.58,1.69,2.71,0.42,1.01,2.83,1.39,,
May,2.71,1.88,1.58,2.02,2.65,0.90,1.07,2.70,2.50,1.67,,
June,1.28,1.74,1.73,3.24,3.61,1.90,1.56,3.89,1.95,2.28,,
July,2.57,1.74,2.73,3.49,0.61,5.71,5.11,3.91,2.24,4.60,,
August,3.37,1.05,3.33,3.84,0.73,9.27,3.32,2.72,0.58,4.20,,
September,2.21,2.28,2.45,3.39,1.71,2.04,6.30,3.78,0.14,2.93,,
October,0.75,3.52,1.60,4.66,1.61,2.39,2.42,2.65,2.69,3.84,,
November,6.31,1.84,1.90,4.70,1.36,1.08,1.68,1.40,3.35,4.67,,
December,4.29,2.61,1.11,3.85,2.98,2.59,2.74,3.24,4.46,2.71,,
Total,34.29,24.82,22.15,36.21,22.96,33.80,30.56,33.49,24.64,35.91,,
Calc annual,29.84,24.82,22.15,36.21,22.96,33.80,30.56,33.49,24.64,35.91,,
Difference,4.45,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
