"DIDCOT (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SU527908,Long,-1.240294,Lat,51.613570,,,,,,,
Station no,821,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.59,1.73,0.89,1.35,2.37,4.42,1.56,3.13,3.92,3.25,,
February,4.21,0.61,1.30,2.15,1.27,0.34,3.23,2.42,0.12,1.67,,
March,3.39,2.32,0.51,2.09,1.12,0.67,1.23,0.95,2.74,0.87,,
April,2.69,1.25,2.58,0.30,0.37,1.48,0.46,1.01,2.47,0.58,,
May,2.88,3.49,1.84,2.08,4.23,0.26,1.50,1.44,0.54,2.01,,
June,1.24,1.24,2.78,3.59,2.67,2.23,2.20,3.62,2.04,3.32,,
July,1.16,0.50,2.61,2.18,0.24,2.99,3.18,2.98,2.70,3.16,,
August,3.55,3.81,1.64,3.10,0.31,3.13,2.51,4.20,1.95,3.02,,
September,2.98,1.37,2.15,1.53,1.02,2.17,2.97,3.21,0.09,3.19,,
October,0.66,3.61,3.32,1.65,2.03,2.17,1.97,2.47,1.75,5.54,,
November,5.29,3.12,1.56,4.93,1.43,0.71,1.69,2.46,2.35,3.41,,
December,2.31,2.24,0.52,2.45,2.64,3.88,2.17,2.75,4.74,4.34,,
Total,32.95,25.29,21.70,27.40,19.70,24.45,24.67,30.64,25.41,34.36,,
Calc annual,32.95,25.29,21.70,27.40,19.70,24.45,24.67,30.64,25.41,34.36,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
