CANNOCK (HEATH HAYES SEWAGE WORKS),,,,,,,,,,,,
Grid ref,SK008095,Long,-1.989603,Lat,52.683194,,,,,,,
Station no,2339/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.07,2.68,,1.38,,,,,,,,
February,2.49,0.58,,2.09,,,,,,,,
March,4.93,1.93,,1.66,,,,,,,,
April,2.41,1.82,,0.44,,,,,,,,
May,3.24,2.43,,2.57,,,,,,,,
June,1.31,2.05,,3.09,,,,,,,,
July,0.98,1.29,,4.15,,1.51,,,,,,
August,4.93,2.34,,4.39,,4.91,,,,,,
September,2.06,1.35,,2.40,,1.86,,,,,,
October,0.65,3.69,,3.96,,1.93,,,,,,
November,6.33,2.34,,4.99,,0.90,,,,,,
December,2.22,3.59,,3.09,,2.35,,,,,,
Total,33.62,26.09,,34.21,,,,,,,,
Calc annual,33.62,26.09,0.00,34.21,0.00,13.46,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
