MALDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL863065,Long,0.696074,Lat,51.726261,Elevation,14,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,3.25,1.25,1.57,1.65,0.89,1.17,1.22,1.57,4.14,3.49,2.38,4.73,1.1,2.2,2.2,3.82,1.02,1.51,1.12,2.12,2.76,1.11,1.25,2.18,1.58,0.82,1.2,2.02,3.31,0.97,2.5,2.04,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.25,0.44,0.43,1.63,0.19,0.77,0.19,1.95,1.62,3.46,0.42,0.88,1.59,1.75,0.6,0.85,0.8,1.51,1.77,1.59,1.22,0.86,2.49,4.65,0.83,0.93,1.86,1.62,0.37,2.46,2.3,0.1,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,2.32,0.02,0.91,0.18,0.92,1.25,1.73,0.34,0.83,2.21,0.3,1.46,2.24,2.31,2.01,0.35,0.13,0.99,1.29,3.69,0.74,0.67,0.62,2.14,3.06,0.31,2.2,1.03,0.68,1.29,0.66,1.18,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,0.9,1.28,1.64,2.7,1.83,0.76,1.59,2.22,1.05,2.5,0.18,2.29,1.31,0.96,0.8,1.04,1.59,0.73,1.18,0.89,1.69,0.94,1.43,2.59,0.91,1.78,0.25,0.18,1.25,0.16,1.12,2.03,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.31,1.18,1.89,1.98,2.92,1.24,0.46,1.23,0.44,2.34,1.68,1.43,1.03,1.21,1.85,1.15,1.18,1.91,1.32,0.62,1.53,1.54,1.48,2.05,1.23,1.1,1.8,4.13,0.53,0.9,2.22,0.67,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.28,0.76,0.38,0.86,0.55,0.94,1.39,2.26,3.07,2.34,0.55,1.4,0.4,0.33,0.07,1.84,1.48,1.03,2.03,2,1.69,0.5,1.29,0.94,1.7,1.86,2.25,2.05,2,1.23,4.62,0.73,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1.58,2.4,2.82,2.9,1.66,0.57,1.34,0.68,2.42,1.15,1.07,2.34,3.47,3.44,1.45,1.03,2.02,1.27,2.45,1.77,0.96,0.76,2.06,1.7,0.55,2.81,2.09,0.1,3.19,2.82,2.49,1.58,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,2.4,1.08,2.01,2.9,0.96,0.29,1.15,2.22,0.64,1.29,1.01,6.24,0.01,3.81,1.8,1.02,2.53,1.66,3.87,0.06,2.9,0.88,1.32,2.51,1.49,1.18,2.67,0.64,3.4,1.64,3.64,0.64,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.45,0.31,2.93,1.12,1.65,2.02,1.49,3.56,2.43,1.68,1.41,0.47,1.08,0.27,1.56,1.61,2.16,0.97,1.3,1.41,1.26,0.84,2.79,2.29,3.65,2.01,1.86,1.99,1.41,2.53,4.34,0.05,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,2.55,2.43,0.9,0.47,5.88,1.27,1.58,1.91,1.34,1.42,2.16,6.07,2.11,1.21,2.83,1.49,3.23,1.49,0.83,0.3,1.61,4.43,0.22,0.62,1.89,2.37,1.65,3.83,0.92,1.17,2.59,1.7,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
