"HASLINGDEN (OGDEN) NO.1",,,,,,,,,,,,
Grid ref,SD762228,Long,-2.361974,Lat,53.701086,,,,,,,
Station no,2919/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.70,5.92,2.29,5.82,3.07,6.01,4.71,5.70,3.62,7.11,,
February,4.71,1.83,2.72,4.52,2.53,1.35,3.96,7.97,0.89,4.84,,
March,6.10,2.65,2.87,3.65,2.32,1.88,4.55,2.36,2.38,1.31,,
April,3.17,4.23,4.20,1.00,3.62,2.79,0.69,1.72,4.00,3.10,,
May,2.13,3.44,2.95,3.53,5.28,2.13,2.37,5.10,1.36,2.92,,
June,1.81,4.41,3.63,3.90,3.76,3.09,2.31,4.37,3.95,1.57,,
July,4.42,3.09,6.29,6.84,1.23,6.99,8.25,4.32,4.87,8.70,,
August,6.02,5.99,5.73,7.34,1.72,13.11,8.09,4.78,0.71,6.02,,
September,4.06,5.18,5.61,6.72,5.25,4.52,8.72,5.59,0.47,3.20,,
October,1.22,6.30,2.51,10.18,3.31,4.01,7.53,5.55,5.73,4.72,,
November,10.05,3.21,6.55,8.69,3.10,2.54,2.83,2.33,5.66,8.70,,
December,11.23,5.00,2.58,8.06,7.51,5.71,6.41,5.08,9.85,6.11,,
Total,60.62,51.25,47.93,70.25,42.70,54.13,60.42,54.87,43.49,58.30,,
Calc annual,60.62,51.25,47.93,70.25,42.70,54.13,60.42,54.87,43.49,58.30,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
