ILFORD-GOODMAYES-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ468868,Long,0.116365,Lat,51.560981,Elevation,38,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1253/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.21,3.21,2.41,4.9,2.09,2.51,1.82,4.49,1.32,1.51,1.31,1.52,3.13,0.72,1.52,2.14,1.49,0.99,1.11,2.65,3.28,1.23,1.58,1.63,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,1.38,3.99,0.52,0.68,1.28,1.7,1.03,1.18,0.92,1.23,2.26,1.24,1.22,0.61,3.02,6.04,0.83,1.86,2.53,1.61,0.39,2.72,2.26,0.06,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.01,2.64,0.32,1.39,3.32,2.94,1.99,0.42,0.05,1.03,0.93,5.29,0.66,0.83,0.54,3.2,2.88,0.33,2.27,1.09,0.43,1.25,1.02,1.12,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.38,2.67,0.13,2.67,2.14,1.57,0.66,1.13,1.13,0.87,1.36,1.29,1.31,1.43,2.44,2.97,1.07,2.53,0.26,0.68,1.16,0.15,1.75,1.66,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.25,3.19,1.47,1.81,1.33,1.64,2.66,1.35,0.71,2.52,3.04,0.83,2.73,1.65,1.38,2.01,0.98,1.12,1.9,3.62,0.57,1,2.19,0.36,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,3.41,2.39,0.4,1.87,0.56,1.31,0.12,1.55,2.04,1.77,2.51,2.62,3.63,0.77,1.31,0.7,2.42,1.49,2.97,1.78,2.79,0.67,4.96,0.57,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,2.83,2.46,1.85,2.59,3.58,3.03,1.65,1.93,1.63,3.15,2.67,1.87,0.94,2.31,3.57,1.28,0.75,3.36,2.69,2.45,2.3,4.33,1.57,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,0.36,1.66,3.25,4.19,0.02,4.15,2.21,1.27,3.16,1.32,3.57,0.18,4.16,1.33,1.35,3.77,2.28,1.68,3.91,0.95,4.07,1.37,3.37,1,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,2.74,1.01,2.56,1.62,1.02,0.61,1.71,1.28,3.17,1.08,2.27,1.29,1.04,2.13,2.38,2.73,3.03,2.06,1.68,2.32,1.67,1.93,4.42,0.05,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,1.71,1.84,2.6,5.8,2.54,0.67,3.6,2.2,2.95,1.63,1,0.14,1.64,5.92,0.32,0.84,2.28,4.47,1.61,3.91,1.5,1.7,2.36,1.72,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
