FRANT-HAZELHURST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ588339,Long,0.26578893,Lat,51.082446,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,0.68,,,,,,,,,,,,,1.7,3.19,,,3.11,,,,,,3.58,3.57,,,,3.75,2.77,4.89,1.24,4.91,2.47,3.82,2.2,3.48,1.13,5.37,7.31,4.41,,
February,,,,,,,,,1.34,,,,,,,,,,,,,1.68,3.24,,,5.3,,,,,,0.6,2.89,,,,2.56,5.39,1.63,0.72,1.58,2.87,0.4,3.03,0.22,5.41,2.54,5.98,1.54,,
March,,,,,,,,,1.36,,,,,,,,,,,,,2.37,5.72,,,0.68,,,,,,2.05,2.32,,,,0.42,4.51,2.32,0.02,1.86,0.49,1.97,3.31,4.04,0.51,1.35,5.14,0.62,,
April,,,,,,,,,1.07,,,,,,,,,,,,,1.94,0.12,,,1.65,,,,,,1.34,,,,,5.31,1.88,2.92,1.13,2.11,4.13,2.96,0.92,3.1,4.06,2.06,2.84,0.78,,
May,,,,,,,,,3.8,,,,,,,,,,,,,1.27,1.12,,,4.97,,,,,,1.7,,,,,1.66,0.76,1.59,1.99,2.72,2.5,2.78,1.68,0.72,1.88,0.33,2.52,2.88,,
June,,,,,,,,,3.36,,,,,,,,,,,,,2.03,2.97,,,0.98,,,,,,0.05,,,,,3.12,4.4,3.25,1.28,1.45,1.36,1.28,1.12,1.42,2.31,2.83,2.57,0.92,,
July,,,,,,,,,0.92,,,,,,,,,,,,,0.28,1.57,,,3.95,,,,,,0.64,,,,,2.04,2.62,1.83,1.96,3.06,2.55,2.95,2.74,1.56,0.86,4.3,1.01,2.17,,
August,,,,,,,,,1.06,,,,,,,,,,,,,0.77,6.58,,,1.4,,,,,,2.95,,,,,1.76,5,2.38,2.88,4.21,3.69,0.54,1.3,1.92,5.65,1.65,1.83,2.88,,
September,,,,,,,,,0.62,,,,,,,,,,,,,1.39,3.19,,,1.9,,,,,,0.81,,,,,0.7,4.81,0.63,0.58,4.3,2.61,2.85,3.69,2.1,6.6,4.11,2.62,3.2,,
October,,,,,,,,,,,,,,,,,,,,,,6.53,4.34,,,2.53,,,,,,2.22,,,,,2.69,2.67,7.19,4.53,2.12,0.6,8.25,2.08,3.08,5.12,2.52,4.17,5.03,,
November,,,,,,,,,,,,,,,,,,,,,,7.03,2.13,,,4.02,,,,,,1.6,,,,,7.14,2.93,4.38,9.77,7.17,5.51,1.75,1.2,4.28,8.03,5.52,1.43,3.92,,
December,,,,,,,,,,,,,,,,,,,,,,7.31,4.4,,,7.96,,,,,,2.62,,,,,0.73,4.99,3.83,8.41,3.1,0.74,0.96,0.64,8.69,4.86,3.9,4.19,5.01,,
Total,,,,,,,,,,,,,,,,,,,,,,34.3,38.57,,,38.45,,,,,,20.16,,,,,31.88,42.73,36.84,34.51,38.59,29.52,30.51,23.91,34.61,46.42,36.48,41.61,33.36,,
