"WARLINGHAM PARK HOSPITAL",,,,,,,,,,,,
Grid ref,TQ374593,Long,-0.029814,Lat,51.316226,,,,,,,
Station no,72,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.06,2.64,1.38,1.46,2.92,5.21,1.72,2.86,3.37,2.86,,
February,7.35,0.91,1.66,2.18,2.04,0.60,4.03,2.08,0.10,2.27,,
March,3.67,3.06,0.38,2.47,1.33,1.00,1.21,1.46,2.73,2.13,,
April,2.97,1.49,2.40,0.34,0.32,1.50,0.26,1.59,2.55,0.72,,
May,2.55,1.22,1.74,2.70,4.53,0.38,1.34,1.70,0.82,1.53,,
June,1.14,1.24,1.94,4.58,2.66,3.50,1.26,4.41,1.62,1.49,,
July,2.04,0.87,3.89,2.93,0.22,6.70,3.64,2.32,1.28,3.58,,
August,4.09,3.98,1.86,2.74,1.48,3.69,3.81,2.25,1.76,2.81,,
September,2.68,2.94,3.67,2.87,2.25,3.28,2.86,6.35,0.19,3.81,,
October,1.24,3.26,4.69,2.32,4.86,1.99,2.00,3.69,2.68,7.08,,
November,5.47,3.94,1.81,6.38,1.21,0.85,3.14,1.96,3.30,4.78,,
December,2.86,2.30,1.02,2.38,2.78,3.49,2.70,3.64,6.40,3.72,,
Total,39.12,27.85,26.44,33.35,26.60,32.19,27.97,34.31,26.80,36.78,,
Calc annual,39.12,27.85,26.44,33.35,26.60,32.19,27.97,34.31,26.80,36.78,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
