"WARLINGHAM PARK HOSPITAL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,72,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.42,3.28,2.31,2.61,1.45,6.18,6.26,3.69,5.23,1.85,,
February,2.58,0.50,2.68,0.38,4.21,2.40,5.32,0.95,1.69,2.45,,
March,0.33,1.76,3.99,3.14,0.39,1.55,3.69,0.44,1.91,3.65,,
April,4.37,2.73,0.72,3.94,3.58,2.14,3.28,0.25,3.01,2.93,,
May,3.38,4.25,2.51,0.74,1.43,0.45,2.17,2.65,1.94,1.38,,
June,1.40,1.34,1.47,1.22,3.09,3.40,2.32,0.73,1.02,0.69,,
July,3.27,2.33,2.22,1.93,1.05,4.22,0.96,2.01,2.78,3.53,,
August,4.59,1.00,0.68,1.99,2.92,0.71,3.03,3.34,3.63,0.09,,
September,2.11,1.93,2.73,1.84,4.75,2.26,2.22,3.21,1.70,1.87,,
October,0.86,6.79,2.19,2.73,4.23,2.73,3.29,4.04,7.61,4.59,,
November,4.10,1.42,1.39,3.68,5.93,4.92,2.09,4.16,5.97,8.53,,
December,0.75,0.81,0.52,8.34,4.66,3.80,5.43,3.92,1.37,1.60,,
Total,30.16,28.14,23.41,32.54,37.69,34.76,40.06,29.39,37.86,33.16,,
Calc annual,30.16,28.14,23.41,32.54,37.69,34.76,40.06,29.39,37.86,33.16,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
