WARLINGHAM-PARK-HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ373595,Long,-0.03117,Lat,51.318,Elevation,600,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,3.57,4.28,3.66,2.89,4.38,1.74,2.84,3.19,3.87,2.8,3.28,1.56,3.79,2.42,3.28,2.31,2.61,1.45,6.18,6.26,3.69,5.23,1.85,2.69,2.74,5.91,1.98,3.34,2.54,2.51,3.99,1.5,0.99,3.06,2.64,1.38,1.46,2.92,5.21,1.72,2.86,3.37,2.86
February,,,,,,,,,1.5,2.83,0.62,0.34,2.72,4.44,0.62,5.18,2.81,5.23,1.28,0.79,1.16,2.58,0.5,2.68,0.38,4.21,2.4,5.32,0.95,1.69,2.45,2.32,0.62,1.77,0.87,1.98,2.08,1.79,1.67,1.16,5,7.35,0.91,1.66,2.18,2.04,,4.03,2.08,0.1,2.27
March,,,,,,,,,1.16,4.06,1.64,1.87,2.5,2.45,1.69,0.9,0.29,3.66,3.1,0.08,1.58,0.33,1.76,3.99,3.14,0.39,1.55,3.69,0.44,1.91,3.65,3.49,2.34,0.35,0.08,1.42,1.71,5.26,0.9,0.81,1.37,3.67,3.06,0.38,2.47,1.33,,1.21,1.46,2.73,2.13
April,,,,,,,,2.8,4.36,3.58,3.7,1.33,3.88,2.5,4.39,3.02,4.96,2.21,2.49,1.13,2.28,4.37,2.73,0.72,3.94,3.58,2.14,3.28,0.25,3.01,2.93,2.24,1.7,1.41,1.81,1.32,2.58,1.75,1.58,1.92,3.87,2.97,1.49,2.4,0.34,0.32,,0.26,1.59,2.55,0.72
May,,,,,,,,,2.18,0.1,0.75,1.75,1.14,2.85,4.52,2.25,1.36,1.33,2.08,2.73,3.32,3.38,4.25,2.51,0.74,1.43,0.45,2.17,2.65,1.94,1.38,2.38,3.49,2.66,0.63,3.06,3.81,1.7,2.02,1.64,1.42,2.55,1.22,1.74,2.7,4.53,0.38,1.34,1.7,0.82,1.53
June,,,,,,,,,0.94,1.15,1.81,0.37,1.73,0.51,2.54,0.27,4.03,3.92,3.27,1.14,0.69,1.4,1.34,1.47,1.22,3.09,3.4,2.32,0.73,1.02,0.69,2.86,0.41,1.47,1.55,1.99,2.85,2.93,3.98,1.09,1.55,1.14,1.24,1.94,4.58,2.66,3.5,1.26,4.41,1.62,1.49
July,,,,,,,,3.75,5.28,2.16,4.85,0.19,3.63,3.25,4.86,3.72,1.87,2.75,2.04,2.58,2.79,3.27,2.33,2.22,1.93,1.05,4.22,0.96,2.01,2.78,3.53,2.64,2.23,1.96,1.59,3.51,1.83,1.59,1.34,0.83,2.63,2.04,0.87,3.89,2.93,0.22,6.7,3.64,2.32,1.28,3.58
August,,,,,,,,,1.05,2.6,1.77,1.91,2.65,2.49,3.49,2.85,3.62,4.73,3.3,2.22,4.38,4.59,1,0.68,1.99,2.92,0.71,3.03,3.34,3.63,0.09,3.77,2.74,1.3,3.03,1.83,4.78,0.16,5.51,1.48,1.92,4.09,3.98,1.86,2.74,1.48,3.69,3.81,2.25,1.76,2.81
September,,,,,,,,,5.99,1.65,4.29,1.23,2.18,1.78,4.48,3.45,1.45,6,0.83,0.13,4.66,2.11,1.93,2.73,1.84,4.75,2.26,2.22,3.21,1.7,1.87,0.73,2.2,1.95,3.34,1.94,3.72,1.39,1.88,0.48,3.34,2.68,2.94,3.67,2.87,2.25,3.28,2.86,6.35,0.19,3.81
October,,,,,,,,,2.39,0.98,1.67,0.86,1.57,6.58,3.72,4.05,3.07,2.11,6.21,4.42,1.95,0.86,6.79,2.19,2.73,4.23,2.73,3.29,4.04,7.61,4.59,1.33,4.02,3.27,4.77,3.7,1.5,0.33,2.23,6.59,0.43,1.24,3.26,4.69,2.32,4.86,1.99,2,3.69,2.68,7.08
