"FELTON R.C. SCHOOL GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4813,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.16,2.81,,,,,,,,,,
February,1.50,0.51,,,,,,,,,,
March,3.03,0.73,,,,,,,,,,
April,2.75,0.62,,,,,,,,,,
May,3.15,1.87,,,,,,,,,,
June,0.64,0.62,,,,,,,,,,
July,3.13,2.14,,,,,,,,,,
August,1.25,3.26,,,,,,,,,,
September,1.67,1.30,,,,,,,,,,
October,1.62,2.55,,,,,,,,,,
November,0.82,2.72,,,,,,,,,,
December,3.62,1.48,,,,,,,,,,
Total,24.34,20.61,,,,,,,,,,
Calc annual,24.34,20.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
