PORTSKEWETT-SUDBROOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST508874,Long,-2.7114772,Lat,51.583298,Elevation,51,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,3.21,3.13,1.32,1.75,2.82,4.2,0.56,1.96,0.74,5.23,4.02,1.77,1.55,3.94,4,0.79,4.27,2.25,2.04,1.27,3.12,0.65,3.76,4.77,1.37,2.9,2.92,0.99,3.29,3.84,4.85,3.04,3.16,1.57,4.41,3.52,5.2,3.54,5.66,1.06,4.88,1.94,3.83,1.74,2.73,0.69,3.51,3.56,4.34,5.57,3.49,4.24,3.12,6.8,2.28,2.85,3.97,2.66,5.88,0.97,0.92,3.24,2.96,0.8,1.66,3.48,3.95,4.43,2.67,4.02,4.91
February,0.46,0,1.37,4.02,3.76,0.09,0.52,3.35,1.36,3.65,5.58,0.69,1.57,1.79,4.02,0.83,2.43,1.53,1.56,0.48,3.6,2.29,2.17,1.29,3.27,3.87,4.41,1.1,1.87,3.59,0.97,0.17,3.72,6.03,0.36,3.81,2.12,3.17,4.08,1.08,0.45,2.03,0.04,3.74,0.58,3.28,2.13,4.54,1,1.32,2.88,2.88,0.36,1.61,0.44,2.95,2.48,1.41,2.26,0.94,6.26,3.79,0.51,1.64,3.37,1.47,0.21,4.03,4.92,0.43,2.47
March,0.95,2.34,0.73,0.3,2.7,2.78,3.46,3.62,0.68,1.17,1.01,2,1.71,4.36,1.56,4.14,1.98,1.25,2.95,3.64,0.73,2.02,4.97,4.16,4.11,0.9,3.51,3.33,1.94,5.09,3.25,1.66,3.61,1.29,1.79,0.33,0.28,2.62,4.03,0.49,2.14,0.85,2.13,2.78,1.4,0.72,3.66,3.26,0.27,1.02,1.84,2.38,2.22,1.44,0.23,1.39,1.21,7.1,1.91,1.55,1.98,3.94,2.53,0.94,2.6,1.45,0.72,4.17,1.33,3.4,2.17
April,1.45,1.59,1.11,0.17,2.09,2.7,0.97,3.12,1.58,2.91,0.96,2.95,1.74,2.61,1.98,2.8,1,2.27,3.11,2.17,2.13,1.75,0.18,3.13,1.69,0.71,1.19,1.64,1.89,1.42,4.17,0.54,2.53,2.5,2.62,1.56,2.31,1.3,0.74,0.73,2.19,2.56,3.11,1.14,1.96,4.64,3.35,2.73,0.06,2.58,2.65,0.91,1.06,0.69,1.93,1.5,2.66,2.93,2.9,3.07,2.24,3.18,2.54,3.7,0.57,1.73,2.29,0.05,1.35,3.35,1.84
May,1.72,4.36,1.11,1.41,2.09,0.91,0.21,2.1,2.53,2.23,2.21,1.12,1.95,3.31,2.71,0.28,2.35,2.68,1.17,0.9,1.84,1.06,1.93,2.12,1.62,3.1,3.55,2.23,2.26,0.27,2.55,2.03,0.89,1.78,5.87,3.88,1.55,0.71,0.67,2.81,1.19,4.1,5.42,2.55,1.55,1.06,0.69,2.86,2.24,0.66,2.58,2,3.42,3.96,0.97,3.82,4.82,2.45,2.89,2.9,1.7,2.91,4.71,2.21,1.86,4.29,0.76,1.1,3.85,0.84,0.87
June,2.08,1.4,2.15,1.04,2.08,2.13,2.19,2.83,0.95,1.5,1.82,2.58,2.69,2.27,1.02,3.29,2.41,2.93,1.33,2.78,4.51,2.73,4.37,1.13,2.94,0.96,2.38,2.34,0.84,0.78,4.18,0.1,1.14,0.55,3.83,0,1.9,3.07,2.56,1.82,0.85,3.16,1.15,1.42,1.09,5.6,3.01,1.22,1,1.54,1.23,2.39,0.21,1.72,3.62,3.65,3.78,2.14,2.27,0.44,2.19,0.64,2.13,1.61,2.81,3.19,3.25,1.09,3.65,2.54,2.22
July,2.65,2.35,2.89,2.05,4.4,3.53,1.43,1.67,0.85,0.44,1.38,3,1.15,3.71,3.47,0.75,0.58,2.2,2.58,2.61,2.1,0.09,4.25,0.31,3.95,3.51,1.28,1.76,4.27,3.28,4.91,0.66,4.71,1.87,5.02,3.95,1.96,5.83,2.6,1.72,2.63,3.09,3.19,1.02,0.97,0.58,5.5,4.11,3.33,4.97,5.02,2.59,1.55,2,1.97,1.67,1.67,2.42,0.86,2.68,4.16,0.93,1.68,4.64,3.33,0.17,2.51,3.61,2.93,2.77,4.88
August,2.9,5.85,3.16,2.98,3.29,3.3,1.33,5.41,2.66,2.86,3.04,3.14,4.1,4.17,2.37,2.96,2.26,1.73,5.27,3.21,6.74,2.11,7.5,0.76,2.41,1.61,4.96,7.9,2,2.9,1.8,2.93,3.17,2.44,4.93,2.63,3.01,4.33,2.19,2.81,2.89,4.03,1.42,0.96,2.23,1.69,0.38,0.37,4.3,2.47,0.18,4.86,4.08,2.95,2.97,2.14,7.43,1.3,5.76,1.56,6.88,4.32,4.87,3.39,3.81,0.67,3.7,2.57,3.25,2.7,6.16
September,0.87,1.7,2.58,1.27,2.77,1.37,6.95,3.29,1.66,1.71,0.93,1.63,1.66,3.87,1.55,0.81,0.76,0.68,2.88,3.82,0.25,1.47,0.4,4.39,2.02,1.2,1.21,2.72,9.21,1.93,3.43,2.64,1.99,2.36,4.6,4.07,0.66,5.74,0.66,0.29,3.5,2.11,3.35,2.57,2.53,6.76,2.4,1.52,1.56,0.99,0.78,0.29,2.62,3.68,4.02,3.13,5.4,1.26,3.42,2.66,4.79,3.13,2.55,3.07,5.38,1.05,3.63,4.17,6.64,0.11,5.7
October,0.81,6.89,1.92,4.5,4.59,3.26,4.2,1.22,6.91,2.64,4.12,1.16,2.52,7.78,0.8,1.94,5.35,6.63,2.45,5.78,4.82,2.48,4.11,2.54,1.81,3.1,6.37,4.37,1.63,2.72,2.81,1.71,1.15,6.07,5.1,4.27,3.06,3.41,5.59,5.03,3.27,0.62,5.55,2.89,1.72,5.11,1.49,3.24,5.32,2.17,4.5,2.55,2.45,2.29,4.47,4.28,0.96,0.61,3.76,7.89,1.22,1.11,4.75,2.14,4.59,1.7,1.76,4.43,3.74,4.02,7.43
