CAMBRIDGE-TRINITY-COLLEGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL447586,Long,0.1161787,Lat,52.206633,Elevation,40,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,1.98,2.73,1.33,1.98,0.24,1.39,1.43,1.32,1.49,1.63,2.62,1.58,0.59,0.72,1.7,1.9,1.01,1.71,1.51,2.23,0.87,1.91,0.92,2.13,2.51,0.35,0.52,,,,,,,
February,,,,,,,1.99,1.96,1.09,2.75,1.61,2.46,1.51,2.44,0.9,1.57,0.27,0.63,1.12,1.68,0.82,0.02,1.71,2.38,1.29,0.25,0.55,1.95,0.71,1.15,3.39,0.7,1.09,,,,,,,
March,,,,,,,2.27,1.71,0.93,0.88,0.87,1.11,1.34,0.92,0.72,0.83,1.42,1.24,2.16,1.11,2.28,1.47,0.77,0.22,0.81,1.51,2.89,2.1,1.44,0.98,0.76,1.98,0.77,,,,,,,
April,,,,,,,2.05,2.17,1.43,2.18,1.73,1.04,2.87,2.29,1.22,1.75,0.98,1.22,1.46,2.11,0.58,1.03,1.08,0.12,1.47,0.87,0.69,1.48,1.16,2.17,0.63,1.59,0.95,,,,,,,
May,,,,,,,0.47,1.47,3.56,3.32,0.68,2.07,1.35,1.09,0.86,3.08,3.28,2.07,0.62,3.91,1.38,2.94,1.29,0.69,2.08,0.93,0.33,1.47,2.45,1.45,1.32,0.84,3.6,,,,,,,
June,,,,,,,1.53,0.32,3.6,5.22,2.65,2.68,2.34,5.23,1.34,2.44,0.4,0.51,1.59,2.4,1.9,1.55,3.21,0.65,1.7,0.88,2.11,2.13,2.19,1.22,2.14,1.53,1.63,,,,,,,
July,,,,,,,0.81,3.46,0.89,3.49,3.6,1.96,2.09,2.52,2.34,0.75,3.1,0.72,3.86,4.56,2.92,3.73,2.85,3.56,2.7,4.03,0.67,0.36,1.39,1.31,0.95,1.4,,,,,,,,
August,,,,,,,1.6,3.76,3.61,5.92,1.45,5.28,1.78,0.89,1.49,1.01,2.47,1.24,2.15,1.77,1.64,3.59,2.79,3.63,2.42,4.83,2.3,3.42,1.79,0.58,2.14,1.59,,,,,,,,
September,,,,,,,3.77,1.85,0.79,2.76,2.84,1.98,2.03,4.35,1.67,2.97,0.9,1.75,0.79,3.03,0.14,1.13,3.13,0.68,2.11,0.77,4.5,3.27,0.18,1.94,0.52,1.03,,,,,,,,
October,,,,,,,1.67,1.05,1.92,0.64,5.46,2.66,4.75,1.38,1.13,4.44,2.4,1.4,0.82,2.79,1.4,4.53,4.44,3.1,1.8,2.05,2.97,0.9,1.91,1.66,1.7,2.15,,,,,,,,
November,,,,,,,2.48,2.9,4.66,0.93,2.01,1.58,2.47,2.8,1.12,2.78,2.17,1.73,2.83,0.87,1.52,1.71,1.56,2.49,3.24,2.54,0.77,0.96,1.66,2.75,1.68,1.14,,,,,,,,
December,,,,,,,3.88,1.69,1.09,0.74,2.46,3.08,2.48,1.3,1.81,0.87,3.99,1.08,0.95,1.17,0.67,2.68,1.25,1.16,1.56,1.52,2.68,1.28,1.97,1.48,1.97,2.12,,,,,,,,
Total,,,,,,,24.5,25.07,24.9,30.81,25.6,27.29,26.44,26.53,16.09,24.12,24,15.17,18.94,26.12,16.95,26.28,25.09,20.39,22.69,22.41,21.33,21.23,17.77,18.82,19.71,16.42,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887 June IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
