"FRINDSBURY THE SHRUBBERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4511,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.37,1.49,2.34,,,,,,,,,
February,0.43,0.67,1.77,,,,,,,,,
March,0.53,1.14,1.75,,,,,,,,,
April,2.65,1.47,2.46,,,,,,,,,
May,0.37,1.15,0.74,,,,,,,,,
June,1.56,0.21,0.82,,,,,,,,,
July,2.96,0.30,2.35,,,,,,,,,
August,1.35,0.61,2.10,,,,,,,,,
September,4.12,0.92,3.01,,,,,,,,,
October,0.75,0.92,1.50,,,,,,,,,
November,0.77,1.83,1.30,,,,,,,,,
December,1.96,1.08,2.81,,,,,,,,,
Total,19.82,11.79,22.95,,,,,,,,,
Calc annual,19.82,11.79,22.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
