DALRY FOREST LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX555866,Long,-4.269214,Lat,55.152578,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,4.49,6.27,9.26,3.11,9.07,6.22,11,14.02,9.99,6.79,9.8,7.56,12.14,8.67,18.06,3.64,12.97,8.83,14,8.51,14.21,4.04,10.54,14.55,11.92,7.95,5.3,1.31,8.6,11.22,6.91,5,12.08,8.52,12.46,8.4,6.02,9.39,10.62,2.94,9.58,6.46,6.11,9.75,9.78,4.23,7.42
February,,,,,8.46,12.33,6.45,1.49,10.79,1.78,8.48,1.28,6.96,8.99,1.47,10.48,7.39,3.18,6.59,3.24,0.48,7.59,0.16,5.13,0.95,10.53,3.88,8.67,5.78,10.17,3.37,5.26,3,8.59,3.07,11.2,5.79,1.11,6.15,8.19,7.63,5.44,2.01,2.67,5.74,2.65,1.35,5.61,6.72,2.2,8.56
March,,,,,9.51,2.35,1.64,4.15,2.48,5.71,6.83,11.78,2.85,3.47,1.55,2.14,5.02,7.14,8.59,1.33,4.19,1.53,3.65,3.51,3.75,2.74,4.77,3.42,4.25,8.38,7.82,4.83,5.5,3.79,1.55,5.59,4.03,7.24,7.32,3.37,6.42,4.41,4.61,1.2,5.75,2.89,4.37,6.82,2.08,5.76,2.3
April,,,,,4.01,4.43,6.3,2.43,1.24,3.57,4.58,1.78,4.73,3.96,3.71,7.99,3.8,3.39,2.86,2.01,3.03,3.27,8.09,2.9,4.96,7.07,1.5,3.98,0.65,3.69,4.04,3.05,5.01,5.43,3.55,3.44,1.52,12.39,4,8.7,6.9,5.23,3.41,3,1.6,3.22,1.88,3.05,2.3,5.76,7.37
May,,,,,3.58,1.53,4.39,4.78,2.33,1.06,5.49,2.94,4.72,3.86,4.09,7.03,3.31,4.11,1.6,5.54,3.01,5.51,3.57,3.59,6.19,1.53,2.59,2.97,7,0.91,1.75,4.96,4.48,6.14,4.51,7.19,0.87,5.91,2.73,3.28,2.88,2.37,3.99,4.12,5.54,5.21,3.58,4.15,4.3,2.04,2.71
June,,,,,0.95,1.18,2.92,3.84,1.95,4.92,1.78,0.34,1.98,1.74,2.82,0.49,2.37,5.04,7.69,2.71,4.02,8.81,2.13,3.42,5.15,8.31,5.1,3.51,8.72,4.24,1.43,0.73,1.92,4.94,4.92,6.11,5.64,5.8,5.38,1.09,4.1,2.79,3.89,1.99,5.42,3.53,4.05,2.28,4,4.21,3.71
July,,,,,3.85,5.29,4.59,2.05,3.05,0.37,3.74,3.19,5.67,4.85,6.38,2.15,3.84,6.2,2.53,4.41,5.57,5.22,5.35,6.58,3.37,2.94,12.11,6.16,6.8,6.84,5.64,3.42,5.56,2.78,5,4.01,4.46,4.95,4.57,2.92,8.4,2.05,3.63,8.75,4.75,2.18,6.84,5.91,5.87,6.49,5.41
August,,,,,6.43,2.93,2.9,6.07,4.83,4.77,6.05,6.15,5.65,10.54,4.97,4,4.97,6.32,7.34,7.25,9.98,2.19,2.76,1.99,7.18,2.32,3.94,3.6,3.27,2.35,2.11,8.34,7.84,8.17,3.55,2.53,4.3,0.15,9.38,5.19,8.29,10.51,6.35,4.63,4.94,2.18,8.99,6.39,5.58,1.1,6.41
September,,,,,2.5,1.75,1.93,4.25,9.09,4.85,1.54,2.57,3.72,8.49,9.92,4.1,4.98,7.57,4.94,0.91,6.06,1.54,8.22,2.32,9.72,9.21,7.2,4.1,6.97,3.81,6.21,3.82,7.72,3.79,7.8,8.87,11.25,7.92,8.1,2.37,16.93,6.4,3.86,10.02,10.59,5.36,6.44,6.08,7.67,1.88,4.16
October,,,,,2.16,5.46,11.7,12.95,7.75,1.64,4.32,5.33,3.73,10.16,5.11,7.63,7.73,8.33,12.36,10.18,13.46,5.69,10.03,5.76,12.41,12.96,10.31,4.03,14.37,4.62,9.16,6.97,9.03,11.84,8.24,7.95,1.24,3.07,8.63,8.39,6.64,1.09,7.44,6.31,12.01,4.99,5.98,7.19,6.59,9.51,6.76
