HENLEY-ON-THAMES NORTHFIELD HO,,,,,,,,,,,,
Grid ref,SU760830,Long,-0.905532,Lat,51.540792,,,,,,,
Station no,RR6475,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.41,1.43,1.03,3.25,,,,,,,,
February,4.40,1.66,1.55,1.12,,,,,,,,
March,0.87,1.71,1.97,3.83,,,,,,,,
April,1.23,3.04,1.29,2.55,,,,,,,,
May,1.29,0.75,2.59,3.73,,,,,,,,
June,2.72,1.50,2.98,6.30,,,,,,,,
July,1.25,2.16,0.96,,,,,,,,,
August,3.38,2.32,3.51,,,,,,,,,
September,0.83,1.63,0.95,,,,,,,,,
October,2.41,2.27,2.12,,,,,,,,,
November,2.37,0.65,2.65,,,,,,,,,
December,3.86,4.18,1.59,,,,,,,,,
Total,28.02,23.30,23.19,,,,,,,,,
Calc annual,28.02,23.30,23.19,20.78,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
