"OLLERTON (BOUGHTON W.W.)",,,,,,,,,,,,
Grid ref,SK667692,Long,-1.002603,Lat,53.215681,,,,,,,
Station no,2628,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.04,1.99,0.66,1.12,2.39,4.34,1.38,2.44,2.56,4.70,,
February,3.20,0.40,1.27,3.05,2.42,0.81,2.38,3.56,0.15,2.56,,
March,2.84,1.87,0.92,1.78,3.39,0.92,1.59,1.68,0.98,1.59,,
April,0.89,0.95,2.42,0.10,0.95,1.95,0.23,0.52,2.52,0.88,,
May,3.09,1.93,1.83,3.67,3.13,0.27,1.26,2.30,0.79,1.16,,
June,0.80,2.19,1.60,3.51,2.46,5.09,1.55,4.48,1.17,1.24,,
July,1.09,0.66,1.64,1.84,0.63,4.29,2.73,5.00,1.30,3.05,,
August,4.12,1.95,1.38,4.28,0.18,6.88,3.88,2.98,0.51,3.22,,
September,1.27,2.04,0.99,2.34,0.42,1.93,3.86,1.96,0.03,3.59,,
October,0.83,3.06,2.56,2.99,1.51,1.06,0.87,1.79,1.75,5.93,,
November,5.33,1.36,1.36,5.41,1.65,0.77,2.53,0.70,2.64,3.77,,
December,1.67,1.61,0.87,1.80,1.81,2.37,1.67,3.28,3.41,2.60,,
Total,27.17,20.01,17.50,31.89,20.94,30.68,23.93,30.69,17.81,34.29,,
Calc annual,27.17,20.01,17.50,31.89,20.94,30.68,23.93,30.69,17.81,34.29,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
