OLLERTON-BOUGHTON-WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK667692,Long,-1.002603,Lat,53.215681,Elevation,141,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.76,1.46,1.46,1.66,2.61,0.75,3.29,0.55,0.73,0.89,1.83,1.1,3.58,3.27,1.2,2.15,0.43,2.36,1.58,2.83,2.43,1.93,3.18,1.3,1.62,1.76,2.61,1.53,3.6,1.52,3.57,2.25,1.08,1.89,1.71,1.52,3.7,3.9,1.83,4.29,2.75,3.08,2.87,3.75,2.38,1.88,1.67,2.41,4.28,1.17,0.84,2.04,1.99,0.66,1.12,2.39,4.34,1.38,2.44,2.56,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,3.41,1.24,1.68,0.91,3.49,0.88,2.08,1.61,1.52,0.56,2.29,0.65,1.41,0.89,1,3.1,3.74,0.65,1.41,2.55,1.78,0.23,2.74,4.4,0.95,2.34,1.11,1.8,1.59,0.62,0.55,2.04,0.5,2.99,0.55,2.28,2.55,3.11,1.07,1.38,2.26,2.73,1.55,0.5,2.88,1.62,2.04,1.77,0.82,0.68,4.4,3.2,0.4,1.27,3.05,2.42,0.81,2.38,3.56,0.15,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.61,2.33,1.43,3.48,2.31,2.32,1.51,1.19,2.5,2.74,0.67,1.17,2.82,3.03,2.14,0.74,3.53,2.03,0.79,3.94,1.96,0.82,1.43,1.5,1.02,0.65,0.58,2.44,2.39,0.1,2.4,0.27,1.07,2.52,2.35,0.53,1.37,2.02,0.25,1.89,1.86,3.95,1.6,0.63,0.42,0.65,0.96,4.22,0.56,1.25,0.82,2.84,1.87,0.92,1.78,3.39,0.92,1.59,1.68,0.98,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,0.83,1.11,2.2,0.74,1.13,1.62,0.66,1.93,2.15,1.29,2.03,0.7,0.19,2.25,0.82,0.74,1.33,1.29,1.62,1.66,4.87,1.11,2.6,1.94,1.55,1.9,1.63,1.7,0.76,1.14,2.87,3.2,2.16,0.69,2.04,2.16,1.19,2.03,0.14,1.58,1.56,1.09,0.82,1.03,1.85,1.32,1.26,2.34,1.11,1.67,2.15,0.89,0.95,2.42,0.1,0.95,1.95,0.23,0.52,2.52,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.25,0.79,2.4,4.18,2.59,0.58,1.29,2.71,1.76,1.06,1.92,1.28,2.47,2.13,2.26,1.58,2.73,2.06,2.59,1.43,2.59,1.35,0.72,3.52,2.42,3.37,1.93,1,1.64,0.87,1.63,2.77,6.05,1.86,0.8,0.42,1.54,3.39,2.77,1.4,0.84,1.65,3.23,2.87,1.71,1.2,1.46,1.02,2.28,1.75,1.82,3.09,1.93,1.83,3.67,3.13,0.27,1.26,2.3,0.79,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.55,1.13,2.33,1.45,1.38,3.18,1.93,2.3,2.57,3.98,2.1,2.73,4.59,0.35,1.79,1.78,1.75,1.53,0.46,0.72,1.91,0.55,1.11,0.71,1.26,0.1,2.75,3.18,1.77,1.17,0.88,3.5,0.64,1.27,0.71,2.24,4.35,1.5,1.63,1.96,1.05,0.3,1.27,1.72,1.88,2,2.64,2.17,2.62,0.61,1.39,0.8,2.19,1.6,3.51,2.46,5.09,1.55,4.48,1.17,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,1.86,4.33,1.42,2.75,3.13,1.44,0.55,1.21,2.42,3.64,2.14,0.13,3.32,0.63,1.91,5.93,0.94,1.25,1.45,3.05,3.77,0.43,3.3,3.88,2.33,0.56,1.6,2.21,1.04,1.3,4.82,2.87,4.52,1.2,1.13,0.3,6.4,2.73,3.68,3.51,3.76,3.14,1.97,1.1,1.23,2.08,1.77,2.27,0.85,3.34,1.83,1.09,0.66,1.64,1.84,0.63,4.29,2.73,5,1.3,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,5.32,0.89,3.62,5.29,3.86,2.81,1.11,2.11,2.72,3.36,3.81,2.05,4.99,1.51,1.89,2.4,1.93,5.12,2.05,2.23,0.89,3.44,6.63,2.95,2.83,1.81,2.02,3.19,2.19,1.69,2.87,5.32,1.33,0.34,1.33,1.04,1.68,0.31,2.55,2.98,0.39,3.01,2.85,1.6,3.83,2.47,4.13,0.14,3.01,1.53,2.98,4.12,1.95,1.38,4.28,0.18,6.88,3.88,2.98,0.51,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.23,1.19,1.09,2.27,1.28,1.27,0.85,0.59,2.4,2.73,0.53,1.3,1.54,1.7,1,0.85,1.03,1.01,4.21,1.72,1.68,0.71,2.29,2.81,2.24,3.33,0.99,4.21,0.24,0.44,4.92,4.38,1.17,1.23,1.28,3.9,1.78,1.35,1.92,0.82,0.72,0.43,1.66,2.14,3.77,0.94,2.37,1.06,1.65,0.87,2.43,1.27,2.04,0.99,2.34,0.42,1.93,3.86,1.96,0.03,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2.3,1.03,2.3,5.83,0.41,1.38,5.1,5.12,0.64,2.85,2.18,1.85,3.06,3.73,2.57,1.04,1.79,2.48,1.07,2.4,2.1,2.21,0.82,1.48,4.49,2.73,1.79,2.06,5.3,3.03,1.84,0.64,3.29,3.96,1.03,2.56,2.18,3.66,2.16,3.43,4.06,3,2,1.46,2.62,3.49,1.09,0.38,1.17,3.22,0.77,0.83,3.06,2.56,2.99,1.51,1.06,0.87,1.79,1.75,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
