BRITON-FERRY-CEFN-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS752940,Long,-3.804524,Lat,51.630928,Elevation,503,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,7.95,3.44,5.38,4.86,2.12,5.02,7.13,7.51,7.41,4.95,4.1,5.29,4.09,7.89,5.27,10.68,3.1,7.43,5.23,6.06,3.29,6.1,1.16,6.55,5.28,6.36,6.47,3.84,3.55,5.31,7.77,5.27,4.7,5.46,3.46,9.91,2.29,1.46,7.05,6.31,2.29,4,3.63,6.54,4.4,3.8,5.53,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,2.05,5.65,7.42,6.16,2.62,4.19,4.07,2.5,0.08,5.76,9.89,0.62,7.72,4.47,4.1,4.83,1.82,0.66,5.12,0,4.02,0.68,5.04,2.07,6.68,2.51,4.23,4.87,4.66,0.41,2.96,1.93,6.42,4.23,0.93,2.49,2.12,5.97,4.66,0.83,3.69,6.12,2.23,0.52,5.5,6.38,0.54,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,6.89,8.23,1.64,1.79,2.38,2.66,5.38,6.35,4.37,3.38,2.93,2.75,1.08,0.73,4.93,4.43,1.89,2.81,1.19,2.6,3.44,3.68,1.22,3.49,2.47,1.2,1.9,3.73,1.95,3.85,1.52,0.65,2.46,1.48,9.18,2.18,2.94,2.75,5.35,5.4,3.12,4.38,3.07,1.85,5.99,1.07,5.39,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,5.98,2.12,2.68,2.86,2.18,1.81,1.88,6.19,1.13,3.03,3,4.28,3.64,2.32,1.94,0.99,0.6,3.73,3.78,2.77,2.99,3.74,5.43,3.67,3.73,0.17,4.35,3.38,1.6,1.64,1.52,4.05,2.49,1.99,3.12,2.61,3.52,3.54,4.01,4.49,3.44,1.55,4.11,2.28,0.66,1.04,4.77,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,3.55,3.29,2.48,3.62,3.39,2.22,2,3.6,2.35,2.68,2.77,2.82,6.19,3.08,2.22,1.19,3.59,2.7,4.41,6.44,2.09,2.57,2.17,1.39,1.81,5.33,1.14,1.21,2.39,6.69,4,1.65,3.92,3.56,3.13,2.88,4.08,1.94,2.95,4.87,3.73,3.23,4.87,1.81,2.4,4.52,1.27,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,3.1,1.77,2.23,3.77,2.87,2.11,2.23,3.73,0.72,1.79,1.01,3.07,0,2.1,4.32,4.57,3.05,2.46,4.22,2.72,2.46,2.03,6.1,3.07,2.27,2.94,3.76,0.63,1.51,0.4,4.98,3.69,5.8,5.94,2.52,5.61,0.66,2.32,1.88,3.84,2.85,6.58,6.94,2.81,1.56,5.5,3.96,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,1.23,5.65,6.86,2.06,3.76,6.38,0.74,8.06,2.25,6.03,4.23,7.81,3.88,2.69,5.07,2.88,4.63,4.53,7.47,5.68,4.92,0.85,1.3,7.12,3.77,5.46,9.89,4.07,3.86,5.27,4.02,4.33,5.58,4.25,4.56,3.02,1.14,5.55,0.97,2.56,7,7.06,2.67,4.04,5.15,5.36,3.94,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.66,6.24,3.69,4.2,9.4,3.21,3.12,3.33,5.82,4.14,5.44,6.87,7.94,5.42,5.9,5.55,4.19,7.66,4.45,1.14,1.47,4.72,1.92,1.58,1.04,4.35,3.35,0.35,6.36,5.19,5.61,3.94,3.7,7.29,0.87,9.02,3.07,9.28,11.21,8.27,7.19,6.91,0.95,6.87,5.26,6.02,2.21,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,3.55,4.14,1.52,3.64,3.69,11.99,3.11,4.38,3.01,5.49,5.61,7.2,5.3,1.8,6.76,1.62,0.83,6.61,3.48,7.16,1.8,5.07,9.4,4.04,3.41,3.2,1.04,1.99,0.62,4.08,7.24,5.17,3.78,8.49,2.94,5.32,2.27,8.79,5.1,3.39,6.17,6.53,,6.29,8.97,10.02,0.53,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,4.91,2.68,5.23,12.6,8.18,4.69,1.98,4.41,2.02,1.43,6.99,6.82,5.61,3.89,3.06,11.59,8.33,8.62,1.95,9.78,8.15,3.57,6.93,2.28,3.91,7.36,3.54,5.55,4.19,4.63,4.93,6.92,6.55,1.82,1.59,5.42,8.57,3.96,0.99,4.66,4.32,9.56,2.93,1.54,5.09,6.2,6.19,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
