"DEFFORD, UPPER STREET",,,,,,,,,,,,,,,,,,,,,
Grid ref,SO920433,Long,-2.1181716,Lat,52.08799,Elevation,105,ft,,,,,,,,,,,,,
Station no,2424,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,1.44,3.02,2.66,3.59,0.77,3.63,1.2,2.04,1.72,1.84,0.73,,,,,
February,,,,,0.43,2.39,1.97,2.48,1.67,0.57,0.5,1.79,0.2,2.25,0.41,1.6,,,,,
March,,,,,0.92,0.44,0.52,2.15,2.58,0.06,1.66,0.08,1.58,2.09,1.43,0.61,,,,,
April,,,,,2.82,1.4,2.58,1.49,0.74,0.86,2.22,2.46,2.45,1.19,2.08,3.6,,,,,
May,,,,,6.1,2.7,3.75,0.96,1.08,1.75,,3.47,6.83,1.99,0.84,1.38,,,,,
June,,,,,2.12,0.08,1.25,2.63,2.42,1.13,,4.18,1.07,2.52,0.69,2.64,,,,,
July,,,,,3.74,3.19,1.8,2.97,1.43,1.36,2.72,3.09,1.79,1.86,0.72,0.43,,,,,
August,,,,,3.69,1.95,2.77,2.97,1.81,1.37,2.7,3.62,3.26,0.6,1.92,1.06,,,,,
September,,,,,3.64,3.5,0.62,3.54,0.7,0.58,2.99,2.28,3.63,1.63,1.75,2.94,,,,,
October,,,,,3.36,2.57,2.06,1.55,3.9,4.27,2.05,0.66,3.43,3.13,0.88,3.03,,,,,
November,,,,,2.12,1.16,5.4,2.78,2.28,6.59,3.26,3.02,1.34,0.61,1.69,4.99,,,,,
December,,,,,2.07,2.26,0.41,2.39,2,4.68,3,0.89,0.96,0.31,4.28,3.35,,,,,
Total,,,,,,23.08,26.15,28.57,24.2,23.99,,26.74,28.58,19.9,18.53,26.36,,,,,
,,,,,,,,,,,,,,,,,,,,,
1924 Jan and total estimated hence removed,,,,,,,,,,,,,,,,,,,,,
"1930 May, June and total estimated hence removed",,,,,,,,,,,,,,,,,,,,,
