BRISTOL-HOPEWELL-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST645746,Long,-2.512,Lat,51.4698,Elevation,381,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2185/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.88,1.7,1.38,2.82,0.99,3.69,5.3,1,3.69,3.27,0.82,3.56,4.67,4.2,3.33,3.39,1.81,4.68,3.13,4.98,2.94,5.48,0.88,4.74,1.98,3.71,2.69,2.58,0.87,3.4,4,4.29,4.98,2.39,3.23,3.24,5.33,2.16,1.87,2.79,2.38,5.48,0.95,0.71,3.55,2.7,0.82,2.02,2.98,3.86,2.96,2.95,3.43,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.4,1.52,0.6,4.55,2.3,2.22,1.13,3.2,3.93,4.66,1.07,2.19,2.61,1.64,0.3,4.33,6.84,0.22,3.66,1.91,3.13,3.69,1.29,0.46,1.61,0.03,2.52,0.24,3.18,2.62,4.21,1.09,1.68,2.74,2.95,0.27,1.91,0.73,2.96,2.85,1.58,2.26,1.22,5.26,3.8,0.65,1.43,3.31,1.56,0.26,3.03,3.82,0.12,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.06,2.52,3.16,0.65,2.33,4.7,3.74,4.36,1.12,3.34,2.7,1.71,5.48,2.53,1.81,3.13,1.32,1.39,0.48,0.52,2.58,2.32,0.33,2.18,0.37,2.37,3.31,2.12,0.74,2.71,3.22,0.25,1.52,2.54,3.28,2,1.26,0.34,1.06,0.85,5.47,1.52,1.28,1.4,3.08,2.53,0.97,3.74,1.3,0.64,2.65,1.31,3.41,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,3.64,2.74,3.3,2.66,1.28,0.13,2.85,1.66,0.96,1.3,1.65,2.47,2.32,4.4,0.81,2.3,2.37,2.88,1.65,2.61,1.18,0.82,0.67,1.99,1.94,3.16,1.39,2.49,4.71,2.13,2.71,0.1,2.95,2.34,1.16,1.02,1.08,2.33,0.96,2.14,2.47,1.86,1.94,1.9,3.3,1.86,3.12,0.67,1.09,1.37,0.07,1.06,2.69,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.81,2.12,1.62,1.6,0.97,1.97,2.41,1.28,3.05,2.9,2.6,2.05,0.35,2.05,1.77,0.9,1.65,4.28,4.18,3.23,1.03,0.92,2.25,1.78,3.51,6.02,2.19,1.34,1.4,0.45,2.3,2.04,1,2.6,1.64,4.3,2.43,0.9,2.56,4.23,3.3,4.63,3.4,2.13,2.61,4.38,2.11,1.98,4.12,0.48,1.5,3.02,1.31,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.83,0.83,4.1,5.1,2.85,4.43,0.92,2.01,0.89,1.98,3.48,1.27,1.26,3.11,0.15,1.4,0.5,2.95,,1.57,2.88,2.1,1.95,0.89,3.62,1.22,1.9,1.52,3.51,3.51,2.55,1.57,2.08,0.67,1.61,0.45,1.55,2.68,3.53,2.5,1.43,2.56,0.61,1.78,0.59,2.26,1.56,4.91,2.91,2.26,1.81,3.95,3.55,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.38,2.04,3.26,2.17,0.13,4.08,0.51,4.5,5.57,1.24,1.8,5.45,3.5,4.39,0.8,4.07,2.49,4.4,2.65,2.47,3.79,3.27,1.28,2.64,3.56,3.34,2.27,0.85,0.54,5.56,4.04,3.61,4.54,6.52,1.83,2.47,1.53,2.28,1.81,1.08,2.95,0.83,1.92,4.94,1.16,1.16,4.71,3.38,0.12,2.33,3.97,2.38,2.39,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.02,4.61,2.09,5.41,1.2,6.75,1.67,2.31,2.54,4.24,8.62,2.89,2.57,1.59,2.3,4.86,2.91,4.13,2.7,2.47,4.04,1.83,2.93,3.76,3.33,1.05,0.97,2.3,1.94,0.39,1.13,2.98,2.48,0.14,4.13,4.99,4.06,3.42,2.47,6.49,1.08,3.5,2.26,6.63,4.84,4.62,5.08,3.42,0.81,4.55,2.86,2.76,1.91,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,0.52,2.08,3.14,0.23,1.6,0.74,2.92,1.55,1.48,1.36,3.23,9.67,1.45,1.4,3.68,1.31,2.52,3.05,2.89,1.22,5.97,0.9,0.31,3.5,1.81,4.85,2.87,2.1,6.24,3.25,2.1,2.92,0.8,1.35,0.69,1.88,2.66,3.55,2.45,3.83,1.55,2.19,2.42,4.86,2.62,3.09,3.83,4.92,1.14,2.73,3.91,4.77,0.13,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,5.2,1.76,5.56,5.02,2.84,4.18,2.54,2.08,4.09,6.5,5.6,1.52,2.32,2.58,1.42,1.24,4.25,5.06,3.33,4.34,2.16,6.32,5.16,2.47,0.81,6.47,2.25,2.09,6.21,1.36,2.94,5.08,2.37,3.46,2.09,4.35,2.65,4.56,4.2,1.31,0.31,3.67,7.59,1.85,0.66,4.78,2.41,3.61,1.27,1.38,3.4,2.39,3.41,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
