BLACKLARG,,,,,,,,,,,,
Grid ref,NS639048,Long,-4.146285,Lat,55.318387,,,,,,,
Station no,5030/7/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.20,12.50,5.18,9.80,,,,,,,,
February,10.00,5.50,4.20,7.30,,,,,,,,
March,6.00,4.75,1.60,5.90,,,,,,,,
April,6.00,4.42,5.35,3.57,,,,,,,,
May,3.82,3.00,5.50,6.18,,,,,,,,
June,3.70,4.84,2.79,,,,,,,,,
July,6.62,6.08,7.98,,,,,,,,,
August,11.50,5.09,5.89,,,,,,,,,
September,6.52,4.20,9.49,,,,,,,,,
October,1.81,7.55,8.41,,,,,,,,,
November,14.30,4.30,11.21,,,,,,,,,
December,16.61,6.90,8.59,,,,,,,,,
Total,95.08,69.13,76.19,,,,,,,,,
Calc annual,95.08,69.13,76.19,32.75,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
