"HINTON BLEWETT MANOR",,,,,,,,,,,,
Grid ref,ST594570,Long,-2.583867,Lat,51.310657,,,,,,,
Station no,1971,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.13,5.03,0.99,2.40,3.95,5.61,3.56,3.43,5.15,4.40,,
February,5.63,0.77,2.26,4.01,2.54,0.31,4.20,4.55,0.31,3.26,,
March,4.41,4.69,1.06,4.43,1.55,1.30,2.81,1.34,4.07,2.33,,
April,4.23,2.31,3.79,0.48,1.48,1.87,0.10,1.61,3.19,2.22,,
May,3.37,4.62,2.67,3.10,4.13,0.77,2.27,3.27,1.27,1.21,,
June,0.70,3.68,2.03,4.97,4.20,2.78,2.05,3.39,1.60,4.06,,
July,2.19,1.04,4.68,3.51,0.15,2.67,5.29,3.19,2.30,5.08,,
August,6.98,6.20,3.34,3.27,0.89,4.37,5.52,4.42,1.16,6.39,,
September,2.39,3.96,4.75,5.57,2.42,4.68,4.99,6.24,0.22,4.61,,
October,0.72,6.39,2.91,4.62,1.83,2.34,3.83,3.38,3.61,8.82,,
November,10.37,5.24,2.92,8.00,4.97,0.68,3.22,2.85,5.41,6.08,,
December,4.21,4.22,1.05,3.09,4.83,3.87,3.15,5.41,9.57,5.59,,
Total,49.33,48.15,32.45,47.45,32.94,31.25,40.99,43.08,37.86,54.05,,
Calc annual,49.33,48.15,32.45,47.45,32.94,31.25,40.99,43.08,37.86,54.05,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
