"ST. ATHAN",,,,,,,,,,,,
Grid ref,ST026671,Long,-3.401350,Lat,51.394548,,,,,,,
Station no,4050/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.99,3.70,0.95,2.43,4.52,4.55,2.99,2.52,3.40,3.76,,
February,3.99,1.10,1.39,5.18,2.59,0.19,3.74,2.70,0.40,2.36,,
March,4.81,2.96,0.99,3.48,1.26,1.11,3.56,0.75,2.81,1.83,,
April,3.92,2.44,3.30,0.95,2.42,1.04,0.04,0.75,2.36,2.81,,
May,2.48,3.83,2.45,1.94,4.83,1.12,0.84,3.27,0.97,1.38,,
June,0.30,2.21,2.03,3.32,5.87,1.72,1.35,3.62,1.52,1.50,,
July,0.88,1.37,4.53,3.34,0.21,3.11,4.05,2.98,3.64,5.45,,
August,4.28,5.67,4.92,3.34,0.79,6.52,3.59,3.77,3.18,5.56,,
September,3.14,5.08,2.99,6.25,2.13,3.90,4.87,5.74,0.54,5.91,,
October,2.15,5.52,2.44,4.72,1.55,2.11,4.17,4.27,5.02,8.29,,
November,6.02,5.36,2.77,6.73,2.23,1.41,2.70,4.21,5.18,6.99,,
December,3.47,3.69,1.74,3.80,4.42,3.87,1.57,4.12,6.63,5.45,,
Total,39.43,42.93,30.50,45.48,32.82,30.65,33.47,38.70,35.65,51.29,,
Calc annual,39.43,42.93,30.50,45.48,32.82,30.65,33.47,38.70,35.65,51.29,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
