"STOKE NEWINGTON, NEW RIVER RESERVOIR (LORDSHIP ROAD), LONDON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,50,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.42,2.05,4.21,1.70,1.72,1.51,1.67,3.57,0.79,1.00,,
February,1.99,0.78,1.21,0.67,1.62,2.53,1.42,1.68,0.99,3.56,,
March,2.90,1.80,0.34,0.07,0.68,1.05,5.41,0.61,0.90,0.57,,
April,1.65,0.94,1.14,1.40,0.92,1.38,1.64,1.52,1.56,2.01,,
May,1.68,2.36,1.57,0.64,3.54,2.95,0.84,2.52,1.88,1.48,,
June,1.70,0.17,1.29,1.74,1.79,2.97,2.64,1.93,0.69,1.35,,
July,3.29,1.58,1.60,1.73,2.47,2.27,1.28,1.00,0.77,3.15,,
August,4.96,1.32,1.35,2.13,1.37,3.58,0.04,3.08,1.18,1.84,,
September,0.67,1.14,1.80,2.88,1.36,3.13,1.27,1.41,0.28,2.23,,
October,0.66,4.00,2.12,2.99,2.09,1.44,0.09,1.92,5.09,0.40,,
November,2.18,2.01,1.50,3.50,0.24,3.54,0.96,1.92,2.16,4.76,,
December,2.09,2.42,1.37,1.09,2.60,1.91,2.32,2.31,1.57,1.45,,
Total,26.19,20.57,19.50,20.54,20.40,28.26,19.58,23.47,17.86,23.80,,
Calc annual,26.19,20.57,19.50,20.54,20.40,28.26,19.58,23.47,17.86,23.80,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
