"STRATHAVEN KYPE",,,,,,,,,,,,
Grid ref,NS735387,Long,-4.010552,Lat,55.625372,,,,,,,
Station no,5194,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.36,2.70,4.60,6.00,4.85,4.40,7.90,4.20,5.10,7.30,,
February,2.25,1.60,1.60,5.57,3.05,3.80,3.50,4.10,4.10,5.40,,
March,3.80,2.23,3.00,10.92,2.85,6.60,4.40,5.80,5.10,3.10,,
April,3.00,2.65,1.80,1.72,6.25,4.50,2.40,2.40,1.70,3.70,,
May,3.00,2.13,2.80,3.36,3.65,,5.00,4.05,2.70,1.70,,
June,4.00,3.40,1.35,2.45,2.25,-999.00,2.00,5.90,1.90,2.30,,
July,3.80,1.80,3.55,4.18,3.83,,3.30,3.40,2.60,5.20,,
August,4.50,5.60,1.69,7.45,6.31,5.40,5.60,5.20,2.80,3.80,,
September,3.20,3.50,3.82,3.65,3.00,3.90,2.50,1.10,4.30,2.30,,
October,7.40,5.70,2.72,9.00,2.90,3.90,7.50,8.40,0.60,6.40,,
November,5.85,4.90,1.89,4.15,3.60,5.50,5.60,3.00,4.70,2.50,,
December,8.35,3.10,4.60,4.15,5.00,6.60,4.10,5.80,4.80,3.90,,
Total,53.51,39.31,33.42,62.60,47.54,53.10,53.80,53.35,40.40,47.60,,
Calc annual,53.51,39.31,33.42,62.60,47.54,44.60,53.80,53.35,40.40,47.60,,
Difference,-0.00,0.00,0.00,0.00,0.00,8.50,-0.00,0.00,0.00,0.00,,
