TUAM GARDENFIELD (Gauge 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IM4214954978,Long,-8.87348,Lat,53.54174,Elevation,160,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6154/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,5.22,3.41,6.06,2.1,4.75,4.67,5.44,2.98,3.29,6,3.12,5.1,3.99,1.35,4.63,4.02,5.93,4.86,3.79,3.55,3.43,5.59,5.47,6.26,6.19,2.48,,,6.76,,6.85,,,,,,
February,,,,,5.74,2.82,3.78,2.88,2.84,2.67,5.66,4.49,4.11,2.78,8.33,5.44,4.96,2.72,5.35,2.51,5.73,1.85,7.44,5.33,0.97,4.62,3.76,3.32,5.17,,0.27,,0.2,,0.31,,,,,,
March,,,,,3.47,5.58,2.97,4.7,4.13,2.8,3.49,1.96,4.82,5.89,4.92,0.91,1.78,2.77,1.85,1.95,3.37,3.55,3.07,3.52,1.46,1.91,1.22,4.93,2.45,1.2,3.27,,1.57,2.4,3.57,2.15,,,,,
April,,,,,3.21,1.66,2.58,2.7,2.3,4.43,2.37,2.87,1.46,4.06,1.92,3.1,4.41,2.08,1.21,2.18,3.97,1.96,2.83,2.71,4.26,4.15,3.84,2.58,2.55,2.2,3.3,,3.72,2.75,3.01,2.7,,,,,
May,,,,,3.71,2,4.16,4.02,4.32,2.29,2.35,2.85,2.04,4.33,2.17,1.53,3.66,2.38,2.18,3.46,4.31,1.65,3.31,2.39,3.82,4.74,3.78,1.6,1.48,,1.79,,3.47,3.53,1.29,,,,,,
June,,,,,2.1,1.98,2.96,5.12,2.75,0.78,4.66,2.31,4.81,3.24,0.47,1.86,3.7,4.21,1.41,2.99,3.32,0.44,1.47,2.12,4,0.95,3.64,4.1,6.72,,1.86,,3.06,,2.07,,,,,,
July,,,,5.88,5.66,1.42,2.24,2.2,1.7,3.11,4.88,4.56,3.61,1.08,5.17,5.2,1.16,2.45,3.62,0.37,2.68,4.3,5.3,1.96,3.52,3.34,2.38,2.14,2.7,3.9,,,5.04,,2.91,1.06,,,,,
August,,,,8.6,6.41,4.67,3.87,4.15,4.02,1.39,6.81,2.88,4.36,1.06,4.83,3.75,3.48,7.37,4.23,,2.51,4.07,4.53,4.51,4.38,2.72,2.33,5.47,3.97,,,,3.22,,4.27,2.91,,,,,
September,,,,4.94,4.2,2.38,1.88,1.73,6.98,3.41,1.53,2.13,0.52,4.61,2.21,2.51,2.64,3.04,6.33,,2.85,1.62,3.79,6.65,5.9,3.23,1.8,6.89,6,1.67,4.08,,3.98,,4.01,,,,,,
October,,,,7.32,3.01,1.85,4.86,4.18,1.3,6.88,2.55,3.75,4.25,4.14,2.04,4.14,8.08,7.29,6.68,,2.42,5.05,2.6,3.92,3.99,3.25,3.76,2.58,6.83,5.26,,,3.79,3.25,6.43,3.94,,,,,
November,,,,3.53,3,4.48,2.95,3.14,3.2,2.22,4.31,6.93,4.57,5.69,7.9,3.82,5.86,3.33,5.02,,5.7,3.83,2.46,5.2,5.41,3.83,4.87,1.95,4.59,5.61,4.85,,2.24,1.93,3.15,,,,,,
December,,,,3.53,4.2,3.2,4.93,5.1,6.16,4.46,2.91,7.39,7.77,5.11,6.18,7.16,4,4.14,4.63,,3.9,2.86,4.33,3.26,7.9,3.27,2.14,3.27,5.42,,,,7.03,1.87,5.94,,,,,,
Total,,,,,49.93,35.45,43.24,42.02,44.45,39.11,46.96,45.1,45.61,47.99,49.26,44.52,47.72,43.13,47.14,,46.69,36.04,44.92,45.12,49.04,41.6,38.99,,54.07,,,48.15,44.08,,43.81,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 Aug-Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 Total estimated (brackets on TYR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 months estimated (leaky gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 months estimated (leaky gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933 months estimated ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 months estimated ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
