OLD WOKING (THE GRESHAM PRESS),,,,,,,,,,,,
Grid ref,TQ014563,Long,-0.547025,Lat,51.296808,,,,,,,
Station no,216/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.41,1.93,0.89,1.14,2.57,3.77,1.45,2.22,2.20,2.12,,
February,6.06,0.68,1.22,2.28,1.67,0.34,3.34,2.35,0.07,2.28,,
March,3.89,2.89,0.44,2.56,1.07,0.76,1.42,1.49,3.07,1.63,,
April,2.45,1.63,2.30,0.35,0.23,1.04,0.33,1.24,2.14,0.64,,
May,2.53,2.04,1.85,2.31,3.38,0.26,1.49,2.81,0.86,1.68,,
June,1.03,1.57,1.52,4.05,2.67,1.93,1.03,3.34,0.69,1.64,,
July,1.55,0.63,2.97,2.68,0.21,3.58,2.92,2.02,2.16,2.51,,
August,3.18,2.52,1.47,2.11,1.36,3.36,2.18,3.71,1.84,4.79,,
September,2.06,3.46,2.07,2.17,1.42,3.23,2.82,3.82,0.07,2.49,,
October,0.57,3.37,3.06,2.19,3.05,1.96,1.59,2.34,2.51,6.73,,
November,6.43,3.05,1.40,4.76,1.56,0.70,2.83,2.17,2.82,4.08,,
December,2.21,2.44,0.70,2.77,2.27,3.41,2.07,2.84,4.67,2.75,,
Total,35.37,26.21,19.89,29.37,21.46,24.34,23.47,30.35,23.10,33.34,,
Calc annual,35.37,26.21,19.89,29.37,21.46,24.34,23.47,30.35,23.10,33.34,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
