NEWBATTLE PUBLIC SCHOOLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT337649,Long,-3.061132,Lat,55.872684,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,1.41,1.23,2.41,2.81,2.01,2.71,2.47,4.07,1.73,0.75,1.85,2.33,2.55,1.65,4.23,0.71,2.61,1.76,2.66,2.19,1.96,1.11,3.85,3.08,3.36,3.94,1.66,2.18,3.15,2.04,1.72,3.17,1.67,2.94,5.48,2.33,1.65,2.63,2.48,0.38,2.84,2.01,1.46,2.62,1.6,0.99,2.79
February,,,,,1.45,2.41,4.47,0.6,2.41,1.51,2.78,0.97,1.67,2.88,0.68,3.42,1.66,0.82,1.77,0.72,0.66,1.4,0.37,1.78,0.09,1.86,2.93,3.6,0.91,1.15,1.12,3.23,1.34,1.42,1.4,2.11,1.14,1.35,2.24,1.25,2.9,2.64,0.42,0.87,1.66,1.7,1.84,1.95,1.97,0.31,2.27
March,,,,,2.43,1.37,3.88,1.48,0.63,2.17,2.03,1.74,1.49,0.9,0.76,2.7,1.38,1.9,2.17,0.12,2.38,1.05,2.24,0.56,3.83,0.94,2.17,2.79,0.41,2.83,2.57,2.78,1.21,1.34,0.42,0.48,1.93,3.51,1.06,0.97,2.17,2.94,1.13,0.4,1.58,1.97,1.13,1.13,1.82,0.51,1.58
April,,,,,0.75,0.86,3.05,2.72,0.64,3.5,1.98,0.7,1.67,2.18,1.02,3,1.85,1.16,0.79,1.33,1.02,1.74,1.8,1.67,4.08,2.74,1.49,1.11,0.08,1.23,1.63,1.38,1.15,0.79,2.05,1.28,0.42,3.28,2,1.08,2.43,2.62,1.4,2.51,0.9,0.31,0.58,0.72,1.41,1.53,0.76
May,,,,,2.15,0.93,3.99,1.43,2.48,0.71,2.44,1.11,0.62,2.34,4.09,2.98,2.66,1.41,1.42,1.28,1.09,2.66,2.67,1.86,1.82,0.82,0.87,2.71,3.61,0.72,1.86,2.6,1.06,3.58,2.01,3.56,1.75,3.1,2.04,1.76,1.69,3.12,1.55,2.1,6.32,1.77,0.47,1.18,1.81,0.43,0.99
June,,,,,1.87,1.3,2.59,1.78,0.44,1.59,0.73,0.48,1.51,0.85,1.84,0.44,3.37,3.11,5.12,3.18,1.52,4.42,1.01,2.66,2.43,2.36,1.46,0.95,3.9,1.52,0.42,0.79,1.25,1.63,2,1.62,1.39,2.91,3.96,1.15,1.07,1.44,2.38,1.64,2.06,0.36,2.01,1.05,2.68,2.93,0.88
July,,,,,2.23,3.71,4.68,2.18,2.93,0.68,3.38,2.01,3,2.03,3.02,1.2,3.01,2.9,2.07,2.65,3.39,3.41,2.09,3.76,2.24,0.69,4.39,4.64,,1.61,7.39,2.44,3.21,2.99,2.51,1.57,3.33,2.23,1.86,2.43,2.79,3.01,1.8,3.99,1.91,2.09,4.51,3.45,5.58,1.79,2.48
August,,,,,2.53,2.81,4.93,5.3,1.29,1.49,5.64,3.77,1.27,3.55,2.54,3.36,2.06,5.88,4.48,4.01,4.25,5.69,0.51,0.75,3.33,2.49,1.13,3.72,,1.76,0.68,3.12,2.63,3.2,2.6,3.74,4.53,0,9.92,2.2,2.6,4.59,3.78,1.6,5.17,0.99,7.47,3.65,2.51,0.25,3.61
September,,,,,0.41,2.48,1.8,1.02,3.88,2.2,1.22,1.48,1.53,1.32,2.75,4.67,3.44,7.99,1.85,0.24,3.6,1.19,2.5,2.4,1.64,3.39,3.01,1.97,2.02,1.21,2.73,0.74,2.22,1.05,4.81,2.81,2.53,1,2.44,1.39,5.65,0.89,2.27,2.57,3.19,1.24,3.38,1.38,1.87,0.46,1.33
October,,,,,1.22,1.78,4.19,2.4,2.62,2.49,1.04,3.9,1.76,1.86,2.45,1.39,3.59,2.6,3.31,2.61,2.18,1.19,5.61,2.41,3.74,6.9,2.07,3.72,4.7,2.65,2.45,2.94,2.9,2.92,2.27,3.16,0.71,0.74,1.28,4.64,1.85,0.41,1.63,1.26,5.08,1.37,1.33,1.94,1.08,1.74,2.84
November,,,,,2.71,1.19,3.35,1.42,1.7,5.92,1.89,1.14,1.16,3.58,0.93,0.67,2.82,1.77,2.79,3.12,4.12,3.42,1.38,1.6,2.84,3.73,2.76,0.67,3.61,3.24,4.19,2.38,0.61,0.89,5.33,0.31,3.64,2.95,1.93,3.47,4.22,4.84,2.76,3.1,2.97,0.72,0.71,1.78,0.87,5.23,2.22
December,,,,,4.81,3.51,2.52,2.14,1.21,3.36,2.6,2.39,2.21,1.93,2.09,2.96,0.76,2.45,1.77,4.48,1.45,0.89,4.35,1.03,2.73,1.26,1.89,3.96,2.85,0.71,2.72,0.96,1.31,0.81,2.13,1.83,2.01,2.38,2.13,4.12,1.74,1.91,2.9,2.88,3.24,4.16,2.55,2.79,3.75,3.4,2.37
Total,,,,,23.97,23.58,41.86,25.28,22.24,28.33,28.2,23.76,19.62,24.17,24.02,29.12,29.15,33.64,31.77,24.45,28.27,28.82,27.19,22.67,30.73,28.29,28.02,32.92,,22.57,29.42,25.54,22.04,22.66,29.25,25.64,25.05,26.39,36.34,26.79,30.76,31.04,24.5,23.3,36.92,18.69,27.44,23.64,26.95,19.57,24.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1938  July 2.5, Aug 1.5 and total estimated therefore removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOT USED: ERROR_TYRain_1951-1960_26_pt1-page-031.csv complete duplication of page 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
