BARRA (SKALLARY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NL698994,Long,-7.43562,Lat,56.967456,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,2.71,6.05,5.98,6.8,5.09,4.7,4.37,2.48,5.13,6.07,3.2,2.39,1.18,5.88,8.65,6.14,6.12,5.15,,,,,7.39,,,,,,,,,
February,,,,,,,,,,2,0.57,5.98,0.39,3.32,1.48,5.1,2.28,4.62,3.06,4.73,2.27,3.48,3.19,7.72,3.65,5.24,,,,,,4.05,,,,,,,,,
March,,,,,,,,,,0.79,3.71,1.44,3.16,3.06,3.32,2.36,2.47,1.28,4.65,3.45,3.48,2.11,2.77,3.41,2.38,,,,3.44,,4.46,4.66,,,,,,,,,
April,,,,,,,,,2.1,1.59,3.24,2.5,3.89,2.59,3.01,3.33,1.28,1.86,0.91,1.97,1.91,1.59,2.22,3.09,2.99,,,,2.76,,3.53,1.48,,,,,,,,,
May,,,,,,,,,1.2,2.56,1.52,2.51,1.13,1.54,3.05,1,2.3,2.99,2.17,1.02,1.19,1.01,2.07,3.32,2.33,,,,1.44,,,,,,,,,,,,
June,,,,,,,,,2.25,3.41,3.85,3.4,1.86,3.23,2.67,2.78,2.05,2,4.08,1.69,2.56,1.04,1.82,3.35,3,,,,,,,,,,,,,,,,
July,,,,,,,,,2.81,2.93,2.13,3.85,4.33,3.85,4.73,2.72,2.87,2.04,3.58,5.62,3.73,3.46,4.16,4.8,2.72,4.04,,,,,,,,,,,,,,,
August,,,,,,,,,2.99,5.43,4.11,1.21,3.78,6.16,4.39,4.71,3.67,2.68,3.72,2.11,3.04,6.02,4.36,4.95,3.58,3.64,,,,,3.01,,,,,,,,,,
September,,,,,,,,,3.61,4.91,2.9,1.85,4.72,1.43,7.21,4,3.27,4.05,4.23,5.39,3.96,1.57,4.89,4.65,4.15,6.23,,7.45,,,6.63,,,,,,,,,,
October,,,,,,,,,6.99,6.46,6.45,3.54,6.75,5.09,6.61,6.79,4.98,3.04,8.54,1.23,4.75,4.11,5.58,7.61,8.25,4.89,,2.38,,,6.03,,,,,,,,,,
November,,,,,,,,,6.59,5.62,4.84,7.88,4.74,2.35,2.76,5.84,4.02,2.41,8.5,5.65,5.94,3.5,3.26,4.89,6.45,1.43,,6.76,,,4.49,,,,,,,,,,
December,,,,,,,,,6.18,6.2,5.03,5.39,4.37,2.72,4.89,4.17,5.28,3.47,4.73,3.8,6.35,3.18,10.03,3.48,6.37,,,,,,4.21,,,,,,,,,,
Total,,,,,,,,,,44.61,44.4,45.53,45.92,40.43,48.82,47.17,36.95,35.57,54.24,39.86,41.57,32.25,50.23,59.92,52.01,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 Gauge moved 2.3 miles from Castle Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 JFM + Total deleted estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
