STEEPLE-ASTON-HILL-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP468262,Long,-1.320736,Lat,51.932351,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,2.66,2.15,3.3,2.91,0.83,0.66,2.88,2.22,0.81,2.27,2.42,3.26,,1.8,0.63,3.14,3.43,,0.71,2.77,,1.13,4.7,1.02,1.46,,2.17,1.18,4.07,4.09,0.58,2.76,1.63,1.66,2.87,3.38,2.3,2.58,3.08,1.89,3.1,1.62,3.88,2.55,4.06,1.21,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.36,3.28,0.34,0.95,2.05,2.52,0.58,0.05,0.64,2.86,1.88,0.14,,2.88,1.21,2.75,5.16,,1.79,1.16,,0.79,2.05,1.56,0.94,,3.36,1.71,2.63,1.27,2.37,4.09,4.17,1.39,1.48,2.76,0.8,0.44,3.21,4.99,0.39,3.28,2.18,3.37,2.19,0.51,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,2.02,1.09,2.72,1.53,2.99,2.83,1.09,0.93,0.66,0.16,2.01,2.39,,3.79,0.61,0.53,0.62,,1.83,3.83,,3.23,1.41,1.13,2.83,,0.71,2.08,3.69,3.44,3.55,1.18,5.02,2.28,0.84,4.23,2.11,1.09,2,1.82,1.12,0.43,0.44,3,2.07,0.07,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.7,2.2,2,1.08,1.83,2.8,1.47,0.69,0.89,0.23,2.43,1.71,,1.8,1.78,2.16,0.79,,1.56,2.53,,2.05,0.62,2.77,4.43,,2.39,0.98,0.06,4.76,1.26,0.95,1.37,1.34,2.8,2.71,5.66,1.17,3.13,2.41,3.48,2.3,3.08,1.4,0.87,1.43,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.16,2.19,5.84,1.83,1.67,4.18,1.52,3.88,1.27,1.5,2.16,0.4,,1.04,3.49,1.41,1.92,,2.18,6.1,,0.95,2,2.88,2.03,,2.05,1.66,2.47,2.4,1.32,2.34,1.9,2.29,2.36,0.57,2.69,1.71,1.23,1.37,6.36,3.42,2.52,1.24,0.46,1.98,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.71,2.03,0.85,1.88,2.65,1.6,2.16,1.54,2.58,0.75,2.11,0.79,,2.51,1.3,1.06,2.19,,1.66,4.77,,3.44,3.2,2.71,2.13,,3.53,1.57,3.28,0.84,2.42,0.65,2.21,1.77,1.21,1.02,2.95,0.27,1.17,0.43,2.36,0.07,2.94,3.94,1.93,1.11,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,2.37,0.18,3.26,1.07,5.21,3.71,3.01,2.71,2.41,4.67,3.11,3.83,,0.88,1,1.3,1.93,,1.37,3.45,,0.5,1.09,2.23,1.97,,2.14,0.54,3.17,0.82,3.43,5.19,2.16,2.97,3.83,2.27,4.09,0.36,5.65,1.88,3.61,4.55,1.72,3.73,2.54,1.44,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.34,1.81,1.37,1.29,2.16,2.96,2.3,4.59,3,1.68,2.69,2.28,,4.24,1.53,1.14,4.17,,2.9,3.73,,4.13,0.93,2.66,3.52,,2.95,1.92,6.79,0.79,1.96,1.53,3.64,4.24,1.41,2.43,1.4,1.89,4.96,2.14,2.2,2.68,1.14,3.88,2.26,1.39,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.76,3.86,2.38,3.19,0.97,2.07,1.72,1.13,2.86,0.98,2.95,1,,2.17,1.11,2.86,0.63,,1.68,2.44,,1.05,1.06,0.76,1.55,,0.34,1.6,1.34,3.13,1.47,1.83,1.02,1.98,5.75,1.85,1.66,1.65,2.02,3.06,4.14,3.51,1.2,5.31,0.86,0.28,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,0.98,3.67,4.84,2.25,0.72,3.26,1.27,6.96,3.34,2.42,3.47,3.47,,1.85,4.14,3.35,2.21,,1.89,7.61,,1.37,5.32,5.79,1.04,,2.65,2.85,3.18,3.86,2.42,2.83,3.94,3.93,1.58,1.87,1.91,1.31,0.61,4.19,3.82,3.08,2.39,1.95,3.8,3.75,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
