CHART SUTTON (AMBERFIELD FARM),,,,,,,,,,,,
Grid ref,TQ790501,Long,0.561941,Lat,51.222030,,,,,,,
Station no,349/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.49,2.01,,3.08,,,,,,,,
February,5.34,0.96,,1.88,,,,,,,,
March,2.81,3.69,,2.63,,,,,,,,
April,1.95,0.85,,0.34,,,,,,,,
May,2.51,0.90,,1.84,,,,,,,,
June,1.66,0.75,,3.29,,,,,,,,
July,1.90,0.80,,2.81,,,,,,,,
August,3.99,2.90,,3.04,,,,,,,,
September,3.18,3.30,,1.50,,,,,,,,
October,1.11,2.26,,2.14,,,,,,,,
November,4.18,4.67,,5.25,,,,,,,,
December,2.71,2.40,,1.42,,,,,,,,
Total,33.83,25.49,,29.22,,,,,,,,
Calc annual,33.83,25.49,0.00,29.22,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
