"ESKDALEMUIR (MONKINSHAW KNOWE)",,,,,,,,,,,,
Grid ref,NY217996,Long,-3.234313,Lat,55.284279,,,,,,,
Station no,5040/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.39,8.00,3.36,5.45,5.97,4.58,11.25,6.22,4.09,8.38,,
February,4.72,2.20,2.53,4.75,2.50,1.57,4.70,5.43,3.21,9.43,,
March,4.65,4.75,1.20,4.88,3.10,2.88,6.29,2.47,5.02,2.42,,
April,6.08,4.32,4.28,1.75,3.07,1.08,3.75,2.74,5.36,7.71,,
May,1.60,2.86,3.41,5.27,4.52,3.91,2.33,4.64,1.84,3.50,,
June,3.10,5.44,2.32,7.75,3.84,3.17,1.97,3.59,4.30,4.00,,
July,5.39,3.60,12.25,6.36,3.17,7.78,5.01,7.73,6.01,5.98,,
August,8.06,5.20,6.31,6.79,1.86,8.02,7.15,5.79,1.31,5.62,,
September,7.73,2.75,6.63,10.36,5.37,5.13,5.17,6.15,2.27,4.69,,
October,0.65,5.42,4.37,14.00,3.48,5.41,8.98,5.48,6.92,3.37,,
November,11.75,4.24,9.30,11.65,2.39,3.00,2.18,2.37,12.19,9.20,,
December,7.50,5.72,4.94,8.97,8.08,8.80,6.19,5.59,10.60,6.59,,
Total,69.62,54.50,60.90,87.98,47.35,55.33,64.97,58.20,63.12,70.89,,
Calc annual,69.62,54.50,60.90,87.98,47.35,55.33,64.97,58.20,63.12,70.89,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
