WORKSOP OSBERTON GARDENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK629798,Long,-1.057408,Lat,53.311411,Elevation,84,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.8,1.19,1.26,-999,1.3,3.58,0.79,2.11,0.42,1.95,2.96,1.16,0.98,2.14,2.23,0.51,2.95,0.75,0.89,1.24,1.57,0.89,3.55,3.58,1.18,2.32,0.66,2.52,1.73,3.27,2.35,1.98,2.81,1.16,1.36,1.24,1.73,1.26,3.35,1.47,2.48,1.88,0.85,1.59,1.21,1.17,3.19,2.82,1.42,4.35,,,2.21,3.33,2.05,1.67,1.78,2.34,4.51,0.91,0.83,1.96,1.92,0.65,0.97,2.08,3.22,2.07,2.15,,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.89,0.08,1.88,-999,2.23,0.13,0.61,2.78,0.38,1.42,4.1,1.04,1.56,0.87,3.42,0.91,1.98,1.46,1.5,0.46,1.66,0.91,1.38,0.94,1.35,2.64,5,0.69,1.54,2.34,2.35,0.27,2.49,3.58,1.14,1.61,1.3,1.66,1.47,0.55,0.57,1.93,0.34,1.97,0.8,2.13,2.26,2.11,0.84,0.92,,,1.18,0.55,2.4,1.14,2.57,2.74,1.3,0.6,4.41,3.01,0.25,1.79,2.31,2.68,0.81,2.46,3.95,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.71,1.04,0.9,-999,0.56,1.66,1.78,2.15,1.98,0.62,0.6,2.09,1.41,2.83,2.11,1.87,1.22,1.28,2.43,3.26,0.6,1.11,2.66,3.06,2.07,1.19,4.16,1.53,0.92,3.16,1.67,1,1.85,0.99,0.59,1.08,0.78,2.13,2.03,0.02,2.38,0.4,0.88,2.06,1.62,0.58,1.11,1.71,0.2,1.89,,,1.52,0.57,0.46,0.54,1,4.54,0.73,1.07,0.91,2.85,1.9,1.12,1.71,2.67,0.24,1.63,1.75,1.37,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,0.44,1.45,0.74,-999,2.04,2.51,0.97,1.07,2,1.89,1.23,1.12,2.53,1.16,1.31,1.56,0.67,1.23,1.76,1.16,1.57,0.68,0.16,2.36,0.73,0.8,0.87,1.43,1.58,1.64,3.31,1.09,2.73,2.17,1.22,1.75,1.69,1.83,1.15,0.96,2.18,2.65,1.55,0.58,1.82,1.74,1.59,2.1,0.1,1.32,,,0.71,1.12,1.55,1.07,0.89,1.89,1,1.84,2.49,1.19,0.82,2.18,0.35,0.46,2.34,0.2,0.36,2.37,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.79,3.6,2.43,1.78,1.28,1.36,0.54,0.7,1.74,2.62,1.32,0.99,3.26,2.88,2.36,0.46,1.48,2.75,2.73,1.33,1.94,0.83,2.59,1.9,1.92,1.78,2.46,1.73,2.49,1.25,2.85,1.44,1.49,3.12,2.61,3.08,1.9,1.18,1.53,0.83,0.98,2.38,5.48,2.08,0.74,0.28,0.64,2.86,2.12,0.99,,,3.53,2.8,1.25,1.52,1.51,1.36,1.84,1.68,1.99,3.8,1.72,1.83,3.12,2.77,0.36,1.01,,0.66,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.67,3.59,3.1,0.83,2.52,2,4.03,2.35,1.3,1.64,1.61,1.93,1.24,1.77,0.48,3.14,1.74,2.25,1.7,3.28,1.99,2.79,4.16,0.41,1.71,1.03,1.75,1.33,0.48,1.45,2.33,0.45,1.02,0.91,1.34,0.25,3.08,2.91,1.7,1.15,2.7,3.1,0.57,1.95,0.98,3.5,3.6,1.46,1.42,2.09,,,1.23,1.65,1.61,1.75,2.6,2.22,2.34,0.62,1.13,0.72,2.03,2.06,2.16,3.07,4.11,1.81,,1.38,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.16,2.96,2.28,3.65,2.8,3.97,1.55,0.88,1.52,4.23,2.06,3.49,1.94,2.82,2.11,1.53,0.45,1.34,2.37,3.73,2.29,0.14,4.22,0.72,1.88,4.64,1.24,0.95,2.98,2.35,3.99,0.49,3.39,3.16,2.12,1.08,1.39,2.52,0.34,1.13,4.37,3.37,3.18,1.24,1.33,0.53,3.63,2.95,3.21,3.02,,,1.71,0.98,1.44,1.71,2.42,1.02,1.1,3.91,2.05,0.98,0.85,1.98,1.88,0.32,2.83,3.18,,0.71,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.56,2.86,1.51,1.79,2.74,1.64,1.76,1.96,3.29,0.7,4.8,1.48,3.94,4.86,3.03,2.47,1.38,1.37,2.36,3.62,3.64,1.67,5.26,1.79,1.87,2.48,2,5.2,2.26,2.02,0.65,4.56,6.56,2.97,2.9,1.49,3,3.2,2.23,1.68,3.11,5.32,1.24,0.31,1.06,1.24,1.32,1.01,1.94,2.34,,,2.66,1.71,3.46,2.9,5.15,0.23,3.65,1.63,2.57,4.68,1.14,1.46,5,0.27,6.49,4.52,,0.61,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.38,0.97,1.77,0.85,0.47,0.78,5.99,1.79,0.46,2.99,1.37,0.65,1.25,2.76,1.46,1.34,0.87,0.52,1.5,2.41,0.31,1.36,1.43,1.93,0.89,0.74,1.61,0.79,3.96,2.58,1.85,0.81,2.37,2.08,1.91,3.12,0.85,4.11,0.26,1.08,2.82,2.72,1.05,1.01,1.16,3.3,1.8,1.69,2.11,0.5,,,2.14,2.03,3.56,0.74,2.74,1.16,1.74,0.99,2.51,1.86,1.89,1.08,1.77,0.5,3.05,3.98,,0,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.03,3.57,4.52,1.61,3.4,2.64,3.85,0.8,2.5,2.73,2.72,1.46,2.31,5.06,0.25,1.21,4.69,4.5,0.65,2.18,2.84,1.92,2.47,2.64,2.47,1.26,1.96,2.25,1.06,2,1.86,2.8,0.6,1.21,3.76,1.91,1.56,1.75,2.29,2.93,1.69,0.57,2.7,3.73,1.02,2.65,1.8,2.32,1.01,2.31,,,1.47,1.43,2.88,2.83,1.23,0.52,1.8,3.4,0.86,0.88,2.46,2.28,2.98,1.78,1.35,1.19,,2.47,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
