FORDINGBRIDGE-WOOD-GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU172174,Long,-1.756492,Lat,50.955776,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,2.95,2.17,6.45,1.5,3.18,0.6,2.45,1.39,3.16,3.6,3.04,3.51,1.86,1.15,0.92,3.84,2.4,1,1.21,3.64,4.25,1.1,2.96,0.6,3.78,3.85,,,,,,,,,
February,,,,,,1.98,2.81,1.55,2.41,4.6,3.82,3.9,2.25,4.73,3.37,5.1,0.95,1.61,1,1.5,0.88,0.03,1.89,6.13,2.81,0.29,0.4,4.35,1.67,4.24,3.6,,,,,,,,,
March,,,,,,1.33,3,1.75,1.82,0.5,0.85,3,0.9,1.67,1.8,2.5,2.95,1.95,3.34,3.45,1.35,3.13,0.77,0.77,1.57,3.12,3.78,5.21,0.88,0.75,0.8,,,,,,,,,
April,,,,,,0.88,2.07,2.95,4.05,2.61,1.61,0.4,4.15,1.06,3,1.4,2.36,1.35,2,2.56,2.88,0.8,0.6,0.1,2.36,3.19,0.7,2.53,1.46,2.59,2.3,,,,,,,,,
May,,,,,,2.11,0.78,2.54,4.92,2.8,0.53,0.85,2.85,2.18,0.97,4.05,3.75,1.3,1.18,2.02,2.34,3.41,0.92,0.8,1.52,0.27,0.28,2.33,5.62,2.25,2.85,,,,,,,,,
June,,,,,,1.34,1.7,0.6,2.18,4.26,3.23,1.93,3.5,1.71,2.9,2.5,0.78,0.98,2.06,3.32,3,1.78,1.32,0.97,2.18,1.55,2.5,2.04,1.08,1.69,2,,,,,,,,,
July,,,,,,5.47,0.4,4.56,0.31,5.16,4.11,1.8,2.75,2.7,2.35,0.16,2.19,0.63,4.04,2.57,3.32,2.04,2.72,3.42,4.13,3.19,1.13,0.45,0.28,0.87,2.9,,,,,,,,,
August,,,,,,2.06,3.76,3.77,3.5,4.86,1.82,5.93,2,0.93,0.75,0.89,1.15,1.62,1.64,1.83,3.47,5.5,3.35,1.87,2.44,2.64,2.27,2.92,1.3,0.85,3.55,,,,,,,,,
September,,,,,,1.86,4.9,2.33,1.74,3.35,3.07,1.97,1.77,3.97,1.4,5.37,2.11,2.62,1.31,1.85,1.4,1.27,2.4,2.53,1.8,0.51,6.18,1.91,1.5,1.64,1.3,,,,,,,,,
October,,,,,,6.6,2.32,1.76,3.53,1.3,5.1,1.52,7.67,3,1.66,4.89,4.62,1.52,1.94,4.46,0.99,8.79,4.87,3.8,4.31,3.51,2.98,1.47,5.54,3,2.84,,,,,,,,,
November,,,,,,4.07,3.18,7.45,2.82,0,3.42,5.46,3.97,3.8,1.62,4.25,4.26,4.3,5.98,1.5,2.05,4.72,3.88,2.04,6.4,5.72,1,0.8,5,4.15,2.88,,,,,,,,,
December,,,,,,1.53,8.68,1.67,1.65,1.58,3.85,3.45,3.66,1.03,4.25,0.87,5.3,2.38,2.57,2.74,1.22,3.48,1.41,3.28,2.91,2.19,5.04,4.57,3.33,1.75,4.2,,,,,,,,,
Total,,,,,,32.18,35.77,37.38,30.43,34.2,32.01,32.66,36.86,29.94,27.67,35.02,33.93,22.12,28.21,28.72,26.74,37.35,25.13,26.92,36.07,30.43,27.36,31.54,28.26,27.56,33.07,,,,,,,,,
