GOUDHURST-GORE-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ723395,Long,0.461015,Lat,51.128863,Elevation,196,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,5.16,1.31,4.45,1.27,1.86,1.15,3.27,1.54,2.54,4.66,0.75,3.37,,,2.43,4.84,3.95,2.86,3.39,1.34,2.38,3.21,2.94,2.14,3.84,1.39,3.93,1.91,2.79,1.79,3.1,1.07,4.55,6.11,3.65,5.67,2.39,3.2,2.29,5.21,1.8,2.22,2.17,2.26,4.24,1.68,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.18,1.04,2.34,1.8,1.03,0.5,4.28,1.38,2.59,1.04,4.47,5.44,,,0.92,1.9,0.61,0.77,2.05,4,1.01,3.99,2.06,4.68,1.55,0.89,1.85,2.55,0.42,2.08,0.32,4.49,2.07,4.26,0.79,1.35,2.06,2.89,0.72,1.74,1.28,1.62,3.1,2.31,1.46,1.47,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.48,3.89,2.08,1.05,2.82,4.31,1.64,2.81,4.45,2.58,5.86,0.67,,,0.95,3.51,1.48,1.45,2.38,2.24,1.7,0.85,0.41,4.11,1.95,0.03,1.29,0.23,1.76,2.66,3.47,0.29,1.3,4.06,0.63,1.78,3.38,2.41,2.9,0.31,0.06,2.16,1.98,5.8,0.85,0.9,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.84,2.75,1.45,3.05,2.56,1.83,2.15,2.47,0.01,2.79,1.46,1.4,,,2.7,3.34,2.99,1.54,3.48,2.26,2.97,2.44,4.82,1.74,2.66,1.17,1.77,3.5,2.45,0.92,2.44,3.63,1.88,2.59,0.66,2.77,1.56,1.93,1.32,1.37,1.27,1.07,2.02,1.78,1.52,1.3,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.18,2.32,2.02,3.69,1.75,1.39,3,1.12,0.93,0.83,1.11,4.77,,,1.59,0.37,1.09,1.66,0.75,3.53,3.5,2.75,2.22,0.9,2.62,1.42,2.56,2.74,3.04,2.83,0.71,1.82,0.3,2.7,3.04,1.9,1.74,2.13,3.82,2.52,0.55,2.52,2.56,1.61,2.57,1.62,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.32,4.38,1.98,1.77,1.65,3.21,2.43,2.34,3.11,0.37,0.7,0.67,,,0.58,0.62,1.03,0,1.29,0.73,2.13,0.18,2.69,3.6,3.27,0.86,0.77,1.41,1.13,1.83,0.97,1.82,4.27,2.24,0.68,1.48,0.58,1.75,0.22,1.77,1.01,1.01,2.88,3.31,3.1,0.46,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,1.4,0.68,0.73,1.55,3.12,3.22,2.45,1.23,2.06,2.19,2.29,3.69,,,4.36,2.48,3.79,0.42,2.92,0.78,3.07,3.42,1.81,4.11,1.2,1.1,2.5,2.12,2.57,2.13,0.68,0.66,3.64,0.78,1.79,1.9,3.71,5.65,2.15,1.82,3.02,1.9,1.88,1.54,1.3,0.5,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.22,2.33,1.12,1.82,4.55,2.42,2.54,1.61,7.23,1.32,0.75,2.05,,,0.95,3.26,1.34,1.52,2.18,1.77,2,1.41,1.47,4.29,1.97,2.24,3.41,3.47,0.79,0.78,1.85,3.28,1.05,1.56,1.97,1.76,0.09,3.56,2.89,1.3,3.08,2.33,5.83,0.09,3.52,0.93,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.3,2.43,1.7,1.28,1.52,4.35,0.41,1.41,3.44,1.93,0.86,3.13,,,4.92,0.93,1.93,0.79,2.27,1.77,2.71,2.11,0.9,4.12,0.53,0.57,4.58,2.1,2.57,2.88,1.32,4.24,1.8,1.81,3.31,0.59,1.31,0.27,2.49,1.57,2.63,0.98,2.69,1.29,2.23,1.65,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.28,1.76,4.72,4.78,2.14,6.59,2.95,5.76,3.94,4.86,2.52,1.6,,,2.37,0.58,1.73,2.61,1.94,6.02,4.37,4.03,2.57,2.18,5.91,3.69,1.65,0.55,6.76,1.72,2.02,3.29,2.04,3.69,3.77,7.82,4.73,1.67,3.59,2.93,4.56,2.91,1.54,0.62,1.89,7.18,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
