"LOCH ALSH INVERINATE HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5788,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,9.16,1.92,10.38,6.49,13.24,6.50,7.80,,,,,
February,10.02,9.58,8.05,8.41,7.31,10.40,4.00,,,,,
March,5.30,8.08,13.57,6.76,3.61,6.47,4.00,,,,,
April,5.95,2.53,4.85,4.84,6.11,3.10,3.90,,,,,
May,2.65,4.76,2.20,2.20,6.06,3.90,3.00,,,,,
June,3.42,5.05,6.01,2.68,2.87,2.92,3.22,,,,,
July,4.08,12.77,6.35,3.41,5.43,2.65,6.90,,,,,
August,4.38,3.42,5.82,9.32,5.71,4.70,3.06,,,,,
September,6.94,2.90,5.61,4.82,6.15,3.88,10.80,,,,,
October,4.81,7.30,2.52,9.90,9.93,7.70,4.10,,,,,
November,10.31,12.01,13.25,12.85,8.69,6.35,7.40,,,,,
December,2.73,7.00,9.12,12.65,5.46,5.00,10.05,,,,,
Total,69.75,77.32,87.73,84.33,80.57,63.57,68.23,,,,,
Calc annual,69.75,77.32,87.73,84.33,80.57,63.57,68.23,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,,
