"BRILLEY VICARAGE",,,,,,,,,,,,
Grid ref,SO261492,Long,-3.081144,Lat,52.136136,,,,,,,
Station no,RR4666,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.00,5.21,1.66,1.29,1.70,,
February,,,,,,1.28,2.66,1.50,1.55,0.78,,
March,,,,,,4.24,2.03,1.00,3.43,3.29,,
April,,,,,,2.79,1.17,2.90,3.37,2.15,,
May,,,,,,0.48,2.38,3.40,2.18,1.15,,
June,,,,,,3.03,2.07,3.21,1.23,2.95,,
July,,,,,,1.09,0.76,4.72,5.89,2.90,,
August,,,,,,4.54,2.32,2.26,4.65,1.26,,
September,,,,,,1.65,1.11,0.64,2.82,3.25,,
October,,,,,,2.22,4.59,7.82,2.48,5.27,,
November,,,,,,3.19,3.68,2.65,2.41,1.14,,
December,,,,,,0.98,2.98,3.84,3.73,6.60,,
Total,,,,,,26.49,30.96,35.60,35.03,32.44,,
Calc annual,0.00,0.00,0.00,0.00,0.00,26.49,30.96,35.60,35.03,32.44,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
