ASHBOURNE YELDERSLEY HALL,,,,,,,,,,,,
Grid ref,SK209440,Long,-1.690081,Lat,52.992926,,,,,,,
Station no,RR6190,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,2.52,2.61,2.52,1.60,4.68,1.55,1.60,1.45,,
February,,,2.13,1.46,4.32,0.98,3.69,2.47,2.19,0.76,,
March,,,2.28,4.14,1.85,4.02,2.47,1.87,2.81,3.44,,
April,,,2.88,1.62,2.01,2.59,1.10,1.80,2.65,1.82,,
May,,,3.02,3.54,1.84,0.72,2.37,3.43,3.11,1.83,,
June,,,2.50,0.97,0.83,2.22,1.60,4.24,2.40,3.20,,
July,,,2.04,4.20,2.48,1.73,0.64,2.97,3.00,4.31,,
August,,,3.96,5.40,4.41,4.60,2.02,3.79,3.45,2.88,,
September,,,1.71,4.32,1.64,1.74,1.10,0.81,2.47,2.49,,
October,,,3.52,6.85,1.70,1.91,6.90,4.54,1.33,4.99,,
November,,,2.50,2.90,1.86,3.21,3.12,3.25,2.29,0.60,,
December,,5.29,2.79,1.76,1.88,0.69,3.57,2.92,2.50,6.49,,
Total,,,31.85,39.77,27.34,26.01,33.26,33.64,29.80,34.26,,
Calc annual,0.00,5.29,31.85,39.77,27.34,26.01,33.26,33.64,29.80,34.26,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
