"NANTWICH REASEHEATH HALL",,,,,,,,,,,,
Grid ref,SJ647541,Long,-2.528448,Lat,53.082945,,,,,,,
Station no,2764,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.34,1.71,1.56,3.13,2.41,0.90,5.15,1.51,1.85,1.71,,
February,3.36,1.80,1.11,1.74,3.43,1.13,2.77,1.64,2.11,0.56,,
March,1.04,2.02,1.93,4.10,1.50,2.82,2.37,2.03,2.71,2.25,,
April,1.31,2.00,2.23,1.74,1.34,1.98,1.64,2.12,2.65,2.10,,
May,1.70,1.16,3.41,2.94,2.18,0.75,1.95,3.26,2.54,0.93,,
June,2.81,1.93,2.24,1.50,1.21,3.23,1.47,4.22,1.80,3.18,,
July,2.52,3.56,1.59,4.39,2.53,1.84,0.99,3.61,3.76,3.89,,
August,5.93,3.54,3.01,4.59,4.32,4.02,2.92,3.45,4.16,2.32,,
September,0.79,0.85,1.35,4.07,2.25,1.43,2.13,0.58,3.85,2.86,,
October,4.36,2.61,3.44,5.58,1.19,2.52,5.33,4.08,1.86,4.71,,
November,2.27,2.73,1.66,2.69,1.58,3.51,2.23,2.33,2.70,1.25,,
December,3.50,4.66,2.08,1.12,2.04,0.50,3.48,2.16,2.62,5.12,,
Total,32.93,28.57,25.61,37.59,25.98,24.63,32.43,30.99,32.61,30.88,,
Calc annual,32.93,28.57,25.61,37.59,25.98,24.63,32.43,30.99,32.61,30.88,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
