"BARCALDINE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5399,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.18,9.02,8.29,7.41,5.00,10.55,5.96,9.09,7.47,6.48,,
February,5.24,4.73,7.93,2.82,6.72,6.33,0.08,6.66,8.11,7.60,,
March,2.20,3.70,4.44,2.35,5.84,2.64,2.23,7.13,3.18,4.48,,
April,3.84,3.17,6.31,4.11,3.20,2.80,7.91,3.97,8.85,5.76,,
May,2.27,2.82,4.99,5.28,5.17,1.11,3.49,1.78,3.98,1.72,,
June,1.48,5.12,6.89,5.53,5.20,5.72,6.12,3.99,2.04,5.91,,
July,5.66,6.80,3.89,2.22,4.97,4.91,6.58,3.60,3.41,7.43,,
August,8.27,10.24,10.72,4.31,3.49,6.00,0.05,6.39,6.42,8.57,,
September,3.31,8.30,6.44,5.04,8.49,8.35,7.78,11.08,4.02,10.45,,
October,5.82,8.71,15.71,5.06,6.82,0.19,6.57,11.84,8.07,8.47,,
November,5.27,2.69,4.51,4.79,0.59,6.26,9.45,5.21,8.33,6.63,,
December,7.34,13.45,6.13,2.68,6.89,7.74,3.06,9.51,13.31,3.61,,
Total,50.88,78.75,86.25,51.60,62.38,62.60,59.28,80.25,77.19,77.11,,
Calc annual,50.88,78.75,86.25,51.60,62.38,62.60,59.28,80.25,77.19,77.11,,
Difference,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
