HURSLEY-MERDON-MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU411267,Long,-1.41486,Lat,51.0382,Elevation,360,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,4.35,2.31,2.96,2.23,2.56,0.6,5.41,6.25,3.61,5.49,2.83,3.33,3.39,5.92,2.55,1.67,2.65,2.65,6.07,0.96,0.63,3.07,2.38,1.06,1.99,3.34,4.94,2.45,4.18,4.1,5.04
February,,,,,,,,,,,1.12,2.44,0.1,3.88,0.08,3.68,3.32,5.78,0.77,1.65,3.44,2.76,0.51,1.25,0.66,2.23,2.57,1.42,1.12,1.54,4.99,6.41,0.71,1.73,3.26,1.56,0.34,3.91,2.66,0.21,3.1
March,,,,,,,,,,,1.43,0.63,1.78,3.48,3.26,1.06,2.56,3.78,0.28,1.08,2.91,3.77,2.35,0.66,0.29,0.92,1.1,6.62,0.96,1.53,1.7,4.12,2.83,0.72,3.61,1.32,0.88,2.63,2.07,4.22,2.65
April,,,,,,,,,,,2.71,3.51,3.66,1.27,2,3.65,2.25,2.45,0.02,1.97,1.16,1.98,1.97,1.04,1.76,1.22,2.74,2.24,1.49,1.83,2.62,3.31,1.77,2.56,0.3,0.63,1.66,0.24,0.79,3.23,1.39
May,,,,,,,,,,,1.73,2.79,5.57,1.89,1.01,1.64,0.7,3.84,2.13,1.21,0.3,2.39,3.89,3.04,0.21,2.75,3.46,1.4,3.79,3,1.33,3.27,3,2.33,1.63,5.12,0.42,1.68,2.46,1.18,1.12
June,,,,,,,,,,,0.44,2.85,2.03,2.34,1.41,4.78,3.07,2.26,0.68,2.21,0.35,1.25,0.24,1.07,2.73,2.74,3.11,1.64,2.29,0.37,1.41,0.97,1.59,2.23,3.7,2.9,2.08,1.4,4.29,1.09,2.94
July,,,,,,,,,,,2.13,3.24,3.83,2.4,1.07,2.96,3.55,2.04,2.62,5.41,4.06,2.2,1.79,2.45,3.03,1.75,1.34,1.17,1.18,0.84,4.38,2.96,0.22,3.91,3.42,0.4,3.82,4.56,1.96,2.21,3.93
August,,,,,,,,,,,3.44,4.84,1.44,0.92,2.76,2.82,0.68,2.55,4.88,2.01,0.07,4,3.95,2.11,2.43,1.89,5.08,0.82,4.2,1.25,7.58,5.28,3.9,2.72,4.53,0.4,3.89,3.12,5.22,2.75,4.24
September,,,,,,,,,,,3.4,1.84,4.25,3.15,1.74,4.15,3.67,1.23,1.25,1.41,2.26,0.48,2.48,1.95,2.19,2.86,4.95,1.22,2.59,2.34,3.93,3.99,3.26,2.74,3.25,1.67,4.09,3.55,6.12,0.1,5.05
October,,,,,,,,,,,1.83,0.64,5.23,1.79,1.55,5.79,1.62,3.84,3.33,5.89,4.2,1.51,3.86,4.35,4.48,3.94,1.67,1.12,2.03,8.41,0.79,0.76,4.71,4.58,3.19,4.88,3.58,2.86,3.42,3.01,9.75
November,,,,,,,,,,,5.81,4.09,2.09,0.8,2.13,7.85,3.06,1.93,4.67,6.24,8.25,3.11,1.65,1.73,5.16,0.32,6.59,1.53,1.86,4.33,6.09,9.5,3.66,2.11,6.78,2.75,0.71,3.36,3.05,4.16,5.33
December,,,,,,,,,,,3.55,0.87,1.27,0.85,9.51,4.12,3.47,3.97,4.37,1.77,2.08,2.11,4.45,2.05,2.62,4.45,3.45,3.16,5.69,1.69,2.19,3.05,2.59,0.95,3.01,4.32,6.22,3.6,4.56,8.44,4.4
Total,,,,,,,,,,,31.94,30.05,34.21,25,29.08,43.1,33.36,39.92,28.61,36.34,31.91,28.89,30.53,27.62,28.11,26.74,38.71,24.99,33.27,28.09,37.64,46.69,30.62,27.64,38.67,29.29,32.63,33.36,40.78,34.7,48.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 Jan adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938 Transferred to Hants/4 Site no 657/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 total fixed to match monthly sum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
