"HASTINGS (FAIRLIGHT RESERVOIR)",,,,,,,,,,,,
Grid ref,TQ842121,Long,0.617004,Lat,50.879034,,,,,,,
Station no,545,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.68,2.61,1.19,1.61,5.04,5.30,2.28,4.17,3.36,3.13,,
February,5.64,1.49,1.33,2.75,2.10,1.42,4.91,3.22,0.10,2.35,,
March,3.27,3.40,0.28,3.44,1.68,0.42,1.69,1.49,1.94,2.74,,
April,1.81,1.02,1.96,0.37,0.34,1.48,0.37,1.11,2.15,1.21,,
May,1.67,2.10,1.52,1.80,4.19,0.42,1.35,2.39,0.72,3.15,,
June,0.87,1.00,2.18,2.69,1.85,2.30,0.80,3.98,0.78,1.93,,
July,2.22,0.86,3.09,3.29,1.21,2.73,4.67,2.66,2.29,2.06,,
August,4.89,4.94,3.22,3.98,2.75,3.29,2.28,4.14,0.84,4.66,,
September,3.98,5.01,4.32,2.89,2.53,3.01,3.83,2.75,0.22,2.50,,
October,2.82,2.97,3.06,3.41,4.55,1.90,1.81,4.02,3.70,7.48,,
November,5.96,4.01,2.22,5.42,1.48,0.78,3.09,2.46,6.24,6.18,,
December,2.50,3.51,0.78,1.96,4.08,3.94,1.75,4.63,7.29,4.11,,
Total,39.31,32.92,25.15,33.61,31.80,26.99,28.83,37.02,29.63,41.50,,
Calc annual,39.31,32.92,25.15,33.61,31.80,26.99,28.83,37.02,29.63,41.50,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
