"EUCHAN BANK",,,,,,,,,,,,
Grid ref,NS705064,Long,-4.043093,Lat,55.334538,,,,,,,
Station no,5030/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.77,10.45,2.47,7.62,5.67,5.20,10.51,9.60,3.77,7.77,,
February,7.20,4.37,2.11,5.62,2.58,1.54,5.93,6.83,2.89,8.36,,
March,4.47,4.22,1.02,4.58,2.85,4.32,6.31,1.92,6.14,2.38,,
April,4.91,4.01,4.84,2.31,3.80,2.35,3.07,2.70,6.64,8.38,,
May,3.00,3.23,4.15,6.69,5.73,3.69,4.60,4.48,1.81,3.44,,
June,2.94,4.13,2.19,5.15,3.77,6.48,2.10,4.99,4.33,5.39,,
July,2.58,4.69,7.83,5.12,3.45,7.70,5.28,4.82,7.13,6.14,,
August,11.23,4.30,4.22,5.97,3.06,8.49,7.52,5.53,1.98,4.80,,
September,7.15,2.97,9.01,11.19,7.19,8.27,4.94,7.75,2.17,5.33,,
October,1.33,6.67,6.52,11.99,5.09,5.39,6.80,6.45,11.54,6.95,,
November,13.63,3.79,9.53,13.91,4.80,3.18,3.26,2.93,11.88,13.86,,
December,11.35,6.84,8.35,9.27,10.90,10.74,8.15,7.19,15.72,9.49,,
Total,77.56,59.67,62.24,89.42,58.89,67.35,68.47,65.19,76.00,82.29,,
Calc annual,77.56,59.67,62.24,89.42,58.89,67.35,68.47,65.19,76.00,82.29,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
