BOLTON-LE-SANDS (HILL CLOSE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3034/9,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.84,4.03,6.58,4.95,3.88,4.28,,,,,,
February,4.43,1.60,2.34,1.91,3.96,3.81,,,,,,
March,2.68,2.27,1.39,0.64,2.81,1.16,,,,,,
April,1.33,1.81,3.42,2.32,1.83,1.59,,,,,,
May,3.60,3.73,5.07,2.97,3.11,2.09,,,,,,
June,0.55,0.91,3.36,3.48,4.35,2.96,,,,,,
July,2.70,4.70,5.46,3.87,3.05,5.32,,,,,,
August,4.45,4.47,8.36,2.95,1.58,5.56,,,,,,
September,1.51,4.78,5.46,5.53,4.44,6.14,,,,,,
October,7.33,5.57,5.81,4.85,6.01,0.41,,,,,,
November,2.40,1.09,3.23,6.74,0.17,6.04,,,,,,
December,2.31,4.84,2.59,3.36,2.14,5.04,,,,,,
Total,34.13,39.80,53.07,43.57,37.33,44.40,,,,,,
Calc annual,34.13,39.80,53.07,43.57,37.33,44.40,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,,
