"LIVERPOOL (QUEEN'S DRIVE)",,,,,,,,,,,,
Grid ref,SJ361950,Long,-2.963600,Lat,53.447871,,,,,,,
Station no,2818,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.52,3.76,1.59,3.14,2.50,4.25,1.88,2.69,3.34,5.29,,
February,2.98,0.98,1.44,3.30,2.70,0.41,2.17,5.41,0.36,1.62,,
March,5.17,2.32,1.27,2.49,1.90,1.45,2.25,1.63,1.81,1.87,,
April,1.33,2.67,2.65,0.77,2.00,3.02,0.45,0.87,3.29,1.44,,
May,3.32,2.43,2.51,2.94,3.70,1.14,1.66,3.15,1.95,2.67,,
June,1.21,2.41,1.65,3.49,3.71,2.23,1.87,4.73,3.23,1.26,,
July,1.87,1.51,3.39,4.31,1.08,4.68,4.54,4.00,3.82,3.98,,
August,5.11,2.79,4.09,4.35,1.41,9.12,4.30,3.50,1.22,4.95,,
September,3.15,3.85,4.29,3.27,2.47,2.65,6.16,4.56,0.31,3.51,,
October,0.94,5.24,1.98,6.20,2.45,2.50,3.29,3.53,3.36,3.98,,
November,8.22,3.23,3.84,6.59,1.71,1.56,1.50,1.92,5.32,6.79,,
December,5.64,3.84,1.75,3.60,4.04,2.52,3.15,3.83,6.03,3.21,,
Total,41.46,35.03,30.45,44.45,29.67,35.53,33.22,39.82,34.04,40.57,,
Calc annual,41.46,35.03,30.45,44.45,29.67,35.53,33.22,39.82,34.04,40.57,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
