REIGATE HATHERLOW OBSERVATORY,,,,,,,,,,,,
Grid ref,TQ256515,Long,-0.201780,Lat,51.248850,,,,,,,
Station no,RR8288,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.70,1.32,1.01,2.30,3.97,1.37,5.63,1.16,1.44,1.58,,
February,4.30,1.32,1.20,1.81,3.31,0.71,2.73,1.59,1.38,0.63,,
March,0.78,2.47,1.69,3.22,1.60,3.35,1.69,0.99,2.64,3.67,,
April,1.30,2.23,0.82,2.08,1.63,1.50,0.51,3.54,2.49,1.90,,
May,1.12,1.00,2.49,2.82,2.19,0.82,1.62,2.11,2.41,1.79,,
June,2.55,1.78,2.28,5.34,1.95,5.42,2.17,1.84,2.05,2.82,,
July,1.18,2.13,2.02,3.87,1.04,0.73,0.57,1.73,3.15,4.15,,
August,3.03,2.21,2.73,4.18,1.02,2.70,1.22,2.86,3.74,2.51,,
September,1.15,1.71,0.93,3.10,1.70,2.49,1.37,0.52,1.83,3.17,,
October,2.08,2.97,2.50,6.99,2.39,1.19,3.80,3.97,1.94,4.25,,
November,2.74,0.75,2.44,2.99,1.49,4.14,5.20,2.89,0.93,1.08,,
December,2.83,3.93,1.53,2.16,2.90,0.83,2.28,3.31,2.52,3.78,,
Total,26.76,23.82,21.64,40.86,25.19,25.25,28.79,26.51,26.52,31.33,,
Calc annual,26.76,23.82,21.64,40.86,25.19,25.25,28.79,26.51,26.52,31.33,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,,
