Rainfall at,GORBALS DISTRICT W.W. (WAULK GLEN),
Grid ref,NS522578,Long,-4.358841,Lat,55.790834
Station no,5280,
,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,5.88,5.37,2.60,5.79,3.39,3.08,7.07,6.27,1.74,4.82,
February,3.44,1.97,2.12,4.83,3.59,1.32,2.66,2.71,2.43,4.54,
March,4.06,3.43,1.18,3.32,1.89,2.80,5.15,1.12,2.86,1.80,
April,3.41,2.31,1.89,2.06,2.53,1.61,2.50,1.56,3.53,4.32,
May,1.79,1.97,2.62,3.74,4.49,3.59,2.44,3.26,1.53,2.44,
June,2.71,3.60,2.09,4.15,2.61,3.22,2.41,3.39,3.32,2.57,
July,3.52,1.98,5.98,3.57,1.51,4.65,3.98,5.23,5.09,3.93,
August,5.59,4.16,3.55,5.13,1.40,5.05,5.03,4.54,1.21,3.84,
September,4.14,3.59,4.49,5.58,5.11,4.96,3.32,4.91,1.21,3.81,
October,1.16,5.64,3.23,10.73,3.42,4.45,5.66,4.37,6.58,2.88,
November,7.14,2.50,9.00,8.00,1.83,1.94,2.24,2.03,5.88,6.37,
December,8.41,4.93,5.96,7.61,8.11,6.74,5.67,6.55,8.95,7.05,
Total,51.25,41.45,44.71,64.51,39.88,43.41,48.13,45.94,44.33,48.37,
Calc annual,51.25,41.45,44.71,64.51,39.88,43.41,48.13,45.94,44.33,48.37,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
