STRATHBLANE CRAIGEND CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS545778,Long,-4.332943,Lat,55.971081,Elevation,543,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,4.82,9.37,5.78,4.72,2.68,8.45,2.55,4.28,2.13,5.86,8.13,6.59,4.55,5,3.76,4.35,4.09,7.33,3.81,6.25,7.06,6.34,4.56,4.05,4.75,3.03,3.35,8.34,,,
February,,,,,,,,,,4.61,1.06,1.77,3.49,6.9,13.55,0.64,3.24,5.01,5.03,3.03,4.78,2.24,1.83,8.22,5.12,4.14,4.44,5.08,4.2,2.43,4.11,4.78,4.3,3.65,4.6,4.43,4.68,,,
March,,,,,,,,,,3.52,4.66,4.17,1.55,2.72,4.43,4.67,6.83,6.23,3.07,4.81,0.42,2.94,4.9,7.67,3,5.39,5.68,5.9,5.67,3.14,2.97,1.18,5.93,5.87,5.4,4.23,2.18,,,
April,,,,,,,,,,3.09,2.37,1.95,1.51,1.42,2.01,3.17,3.18,2.89,4.02,5.18,3.34,3.92,1.4,1.83,6.95,4.14,2.83,2.43,1.52,4.1,4.59,4.67,1.4,2.15,2.4,2.25,2.75,,,
May,,,,,,,,,,4.56,3.57,3.02,5.64,3.34,3.4,0.64,0.81,3.21,2.43,3.99,3.98,2.18,1.87,3.3,4.52,3.23,7.21,5.64,3.19,3.19,2.12,3.1,2.35,3.1,1.35,1.8,3.3,,,
June,,,,,,,,,,1.03,6.26,1.83,5.56,3.34,3.95,2.57,5.81,7.74,3.9,2.54,5.57,4.32,2.43,2.85,2.9,1.85,1.97,7.56,3.57,2.89,1.51,1.75,1.35,2.6,0.8,2.6,2.35,,,
July,,,,,,,,,,2.69,6.39,2.09,3.26,3.48,3.42,4.7,4.3,3.33,1.78,4.22,4.85,2.43,3.13,6.51,4.4,3.97,3.74,3.4,4.43,4.82,5.6,2.35,2.75,0.95,3.4,4.66,2.15,,,
August,,,,,,,,,4.63,6.68,4.85,7.11,8.1,4.47,5.95,8.55,2.92,8.77,7.56,1.68,4.69,6.15,3.2,9.3,4.36,5.34,4.83,6.59,5.31,4.09,8,2.68,3.4,1.2,5.5,3.25,4.05,,,
September,,,,,,,,,2.1,2.33,8.05,9.2,8.9,3.3,0.31,2.46,5.95,5.81,7.6,6.65,5.84,5.08,3.67,5.52,6.58,3.85,2.7,1.47,10.2,3.17,1.87,1.93,2.15,2.5,2.25,2.3,3.85,,,
October,,,,,,,,,3.48,4.15,5.19,5.45,5.78,7.3,4.92,4.39,5.43,2.99,6.25,5.65,8.32,5.93,3.45,11.37,3.21,3.47,7.65,5.5,2.13,8.36,2.65,4.05,6.13,2.23,2,4.83,10.37,,,
November,,,,,,,,,8.76,3.38,9.95,5.48,6.55,4.4,5.08,6.8,2.46,4.81,6.63,8.44,7.13,4.75,2.73,2.65,3.47,5.54,4.45,3.95,5,3.96,3.77,6.48,4.25,5.05,3.35,3.15,7.05,,,
December,,,,,,,,,5.72,5.24,1.76,9,3.09,7.27,5.48,7,7.63,7.97,8.2,6.52,10.11,6.75,6.26,4.45,6.66,5.67,6.15,8.18,5.46,7,3.15,9.25,9.35,4.53,6.15,4.35,5.25,,,
Total,,,,,,,,,,46.1,63.48,56.85,58.15,50.62,60.95,48.14,52.84,60.89,62.33,60.84,65.62,51.24,39.87,67.43,55.52,50.68,58.98,59.51,56.93,54.21,46.68,46.78,47.41,38.58,40.23,41.2,56.32,,,
