MANCHESTER URMSTON SEWAGE WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ756962,Long,-2.368972,Lat,53.461975,Elevation,62,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,0.8,1.12,1.64,3.72,4.22,2.12,2.95,2.47,2.33,1.7,3.76,1.25,2.16,1.66,3.53,1.05,3.24,3.21,1.96,4.24,1.78,2.07,2.21,5.36,3.66,4.92,3.27,2.15,2.7,2.12,3.3,3.74,7.87,1.92,4.25,4.2,3.55,1.89,2.44,1.51,3.5,3.05,3.74,4.87,2.52,1.21,3.92,4.37,4.28,2.42,4.22,2.28,6.79,2.39,1.43,2.98,3.46,1.39,3.16,2.24,4.34,2.19,2.9,2.8,4.94
February,,,,,,,1.3,2.38,1.64,1.04,2.87,1.19,1.32,2.67,3.38,1.4,2.92,1.44,2.68,1.04,2.38,2.67,0.96,1.08,1.64,2.57,3.38,0.98,2.47,0.67,3.34,0.39,2.91,3.99,1.11,5.23,2.67,1.52,3.96,0.34,0.29,3.52,0.09,3.18,0.45,3.2,1.56,4.92,1.15,3.57,1.98,2.77,1.71,2.43,1.51,3.13,5.02,0.45,1.72,1.61,3.97,2.01,1.04,1.15,2.91,1.9,0.59,1.75,5.29,0.49,1.55
March,,,,,,,3.71,2.66,1.15,1.65,0.71,2.28,1.17,3.95,1.41,3.04,2.5,2.34,2.39,2.61,0.55,1.11,4.2,3.08,3.37,1.09,1.59,1.39,1.39,5.62,3.69,2.32,2.17,0.9,1.13,1.45,1.42,3.7,2.09,1.07,2.72,0.19,1.86,2.47,2.42,1.1,1.66,1.31,0.9,1.75,2.71,2.48,2.94,0.86,0.57,0.94,0.69,5.33,0.97,1.88,1.3,4.55,2.15,1.7,2.11,1.84,0.92,2.59,1.58,1.43,1
April,,,,,,,1.66,2.3,1.57,2.72,1.95,2.47,2.37,1.08,2.03,2.35,1.68,1.14,2.19,2.72,2.71,2.19,0.57,3.81,1.03,1.16,2.21,1.42,1.13,1.62,4.04,1.21,2.37,3.42,1.7,2.03,1.52,2.02,0.99,0.87,1.47,2.96,2.87,1.13,1.9,2.53,1.12,2.56,0.57,2.2,1.72,1.01,1.49,1.69,2.7,2.26,1.05,2.48,1.35,2.32,2.76,1.77,3.57,2.55,0.68,1.88,3.41,0.38,0.74,3.21,1.78
May,,,,,,,0.5,1.74,2.87,2.44,1.9,0.83,3.27,3.97,2.18,0.72,2.45,3.84,2.34,1.57,3.13,0.65,1.81,1.98,1.9,1.03,2.04,1.91,2.58,1.32,4.83,2.04,1.55,2.73,5.77,4.59,3.5,1.62,1.73,2.78,1.52,2.91,3.95,1.4,2.07,1.04,0.69,2.48,3.71,0.98,0.97,1.76,3.31,2.3,2.52,3.69,1.3,2.19,1.5,5.03,1.13,2.39,1.82,1.86,1.97,2.38,0.95,0.92,3.72,2.55,1.89
June,,,,,,,2,4.24,2.66,1.28,2.87,2.08,1.35,2.06,1.44,1.95,1.45,5.24,1.46,2.36,2.63,2.23,3.62,1.64,2.02,1.64,2.61,1.79,1.61,1.28,2.45,0.31,2.13,0.7,1.97,0.12,1.56,4.99,6.19,1.31,1.75,4.71,0.57,2.52,1.66,3.93,3.3,1.17,3.6,2.32,0.89,0.3,0.38,2.75,2.36,3.72,2.55,1.77,4.69,0.73,2.86,0.66,2.29,1.56,2.91,2.83,1.88,1.71,5.08,2.39,1.6
July,,,,,,,2.3,2.18,0.81,2.19,2.27,2.78,2.04,3.78,1.35,2.14,1.42,3.8,4.16,4.47,4.27,0.55,4.12,0.81,4.12,3.31,1.56,1.35,3.42,1.46,6.28,2.04,3.84,3.76,3.99,2.71,3.11,1.84,2.28,2.94,6.32,4.11,3.61,2.52,1.61,1.06,2.49,1.79,3.82,7,3.94,1.8,3.58,1.96,3.17,1.64,3.56,2.25,1.75,1.3,3.11,2.46,1.41,3.7,4.01,0.8,5.52,5.11,4.61,2.78,5.15
August,,,,,,,2.5,2.04,4.23,0.96,5.03,1.47,3.21,3.66,3.91,4,2.75,3.2,2.84,3.48,5.27,2.4,5.71,1.75,2.55,3.88,1.77,5.85,2.67,3.66,1.81,4.34,4.44,3.78,5.09,4.07,4.04,5.3,4.33,4.4,5.46,7.31,1.5,1.26,3.06,1.26,1.8,2.25,1.98,1.76,1.42,5.09,4.09,4.77,3.69,2.69,4.31,0.26,4.56,2.02,5.23,4.2,2.35,3.82,5.52,0.93,8.42,4,4.53,0.16,5.48
September,,,,,,,5.8,4.07,0.56,5.36,1.69,0.78,1.25,4.75,0.93,1.85,1.59,0.75,2.65,2.18,0.15,3.8,2.05,1.46,2.73,0.42,2.3,1.59,9.2,1.63,2.26,0.69,3.46,4.36,2.97,4.17,3.12,6.17,0.92,1.88,2.79,2.65,3.22,0.93,2.83,6.32,5.26,0.82,2.94,0.91,3.71,0.43,1.98,3.82,4.04,2.32,5.51,2.4,1.88,0.76,5.36,2.54,3.23,2.66,4.03,2.26,2.42,5.28,4.29,0.24,2.8
October,,,,,,,4.11,2.13,3.35,3.1,5.17,3.14,3.71,6.55,1.6,2.96,4.62,3.03,1.63,4.36,2.84,2.45,3.5,1.6,1.59,1.11,3.8,4.84,4.83,2.65,2,2.44,0.24,4.33,3.86,4.46,3.53,2.23,4.73,5.52,4.86,1.45,8.05,4.61,4.78,5.05,2.95,1.64,6.29,1.61,3.74,4.25,5.17,3.2,3.61,5.58,0.79,0.59,2.18,3,2.1,0.84,3.73,1.82,5.94,2.13,2.3,3.58,2.86,3,4.22
November,,,,,,,1.13,3.15,2.29,1.09,2.04,2.96,2.13,3.5,1.94,3.23,2.12,2.27,2.67,1.02,4.65,2.63,2.42,2.9,3.98,1.41,1.88,3.09,2.11,2.63,1.06,2.5,2.45,5.25,1.63,2.65,5.36,3.8,4.73,6.62,4.87,6.28,2.88,1.13,1.55,5.1,3.46,2.33,3.35,4.96,6.09,2.34,0.77,2.39,6.33,0.47,4.73,4.37,1.56,4.69,5.02,6.57,2.3,3.25,5.09,1.66,1.33,1.58,1.14,3.93,4.69
December,,,,,,,3.44,5.24,3.24,2.8,3.99,3.95,2.56,0.98,2.6,0.53,4,2.36,2.54,6.36,2.34,5.15,3.08,2.64,4.84,4.97,2.21,1.48,6.33,4.78,2.41,4.12,4.44,4.71,4.15,2.39,1.72,1.2,2.27,6.5,2.61,2.01,1.39,0.36,5.12,4.16,2.65,1.85,3.99,3.17,2.97,1.39,3.46,1.74,2.57,2.14,2.88,2.41,2.83,4.5,3.19,5.37,3.37,1.13,4.75,4.31,2.36,3.02,3.7,4.5,3.17
Total,,,,,,,29.25,33.25,26.01,28.35,34.71,26.05,27.33,39.42,25.1,25.87,31.26,30.66,29.71,33.83,34.45,26.88,35.28,25.96,31.73,26.83,27.13,27.76,39.95,32.68,37.83,27.32,33.27,40.08,36.07,35.99,34.85,38.13,42.09,36.15,38.91,42.3,33.54,23.4,29.89,36.26,30.44,26.17,36.04,35.1,32.66,24.83,32.8,32.28,37.35,31,36.61,26.78,31.78,30.23,37.46,36.34,30.72,26.59,43.08,25.16,34.44,32.11,40.44,27.48,38.27
