"SUTTON (WATERWORKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,143,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.02,2.49,5.30,1.43,1.75,1.47,1.61,3.15,0.93,0.86,,
February,2.13,0.57,1.97,0.71,1.11,1.82,1.29,1.29,0.99,4.08,,
March,3.22,2.07,0.29,0.01,1.04,1.33,4.70,0.76,0.81,0.94,,
April,1.49,1.30,0.95,1.34,1.14,2.43,1.68,1.35,1.76,2.93,,
May,1.54,3.53,2.49,0.49,2.56,3.58,1.42,1.76,2.42,1.56,,
June,2.14,1.18,1.10,2.14,1.47,2.54,2.68,2.17,0.70,1.40,,
July,3.64,2.36,1.27,2.49,3.18,1.58,1.55,1.03,0.66,3.34,,
August,4.08,2.84,1.61,2.35,1.86,4.67,0.13,3.39,1.16,1.69,,
September,0.41,1.49,1.62,2.56,1.83,2.76,1.33,1.15,0.44,2.25,,
October,0.69,4.25,2.85,3.31,2.32,0.87,0.40,1.67,5.44,0.37,,
November,2.60,2.18,1.24,3.55,0.17,3.46,1.00,1.50,2.58,5.19,,
December,1.74,2.65,1.86,1.98,3.34,2.70,2.49,3.23,1.03,1.57,,
Total,25.70,26.91,22.55,22.36,21.77,29.21,20.28,22.45,18.92,26.18,,
Calc annual,25.70,26.91,22.55,22.36,21.77,29.21,20.28,22.45,18.92,26.18,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
