"SUTTON (WATERWORKS)",,,,,,,,,,,,
Grid ref,TQ263642,Long,-0.187264,Lat,51.362834,,,,,,,
Station no,143,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.86,2.09,0.95,1.28,2.60,3.85,1.61,1.92,2.01,2.04,,
February,7.41,0.88,1.19,2.13,1.64,0.28,2.99,2.04,0.05,1.70,,
March,3.07,2.46,0.40,1.86,1.17,0.84,0.72,1.09,2.32,1.77,,
April,2.48,1.23,2.55,0.35,0.23,1.22,0.19,1.31,2.13,0.88,,
May,2.03,2.09,1.53,3.30,3.79,0.28,1.43,2.53,1.24,1.98,,
June,0.98,1.82,1.48,3.16,1.56,2.39,1.34,5.03,0.81,1.08,,
July,2.19,0.73,3.47,2.69,0.19,5.25,2.55,1.75,1.39,2.91,,
August,3.13,2.57,1.38,2.42,1.50,3.29,2.97,2.79,0.91,3.11,,
September,2.86,3.45,2.66,2.21,1.58,2.02,2.64,4.47,0.06,3.09,,
October,0.89,2.82,3.86,1.99,3.13,1.24,1.52,3.13,2.11,5.79,,
November,6.06,3.11,1.21,4.83,0.70,0.52,2.58,1.55,3.68,4.09,,
December,2.39,2.13,0.56,1.94,1.93,2.61,2.00,2.73,3.80,2.57,,
Total,36.35,25.38,21.24,28.16,20.02,23.79,22.54,30.34,20.51,31.01,,
Calc annual,36.35,25.38,21.24,28.16,20.02,23.79,22.54,30.34,20.51,31.01,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
