MAUCHLINE (AUCHENFAIL),,,,,,,,,,,,
Grid ref,NS473267,Long,-4.419626,Lat,55.510122,,,,,,,
Station no,5256/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.52,4.76,3.20,3.93,2.37,,,,,,,
February,2.62,2.24,1.11,2.30,1.31,,1.61,,,,,
March,2.92,1.40,0.97,1.92,1.21,,3.68,,,,,
April,2.52,1.61,1.93,1.21,2.76,,2.16,,,,,
May,2.00,1.65,2.00,2.02,3.58,,1.73,,,,,
June,1.70,2.59,1.37,4.72,2.59,,1.97,,,,,
July,4.29,4.29,5.58,6.18,1.41,,,,,,,
August,3.93,3.68,3.04,5.12,1.59,,,,,,,
September,3.12,3.00,4.24,5.97,4.12,,,,,,,
October,1.82,3.48,3.01,9.34,2.66,,,,,,,
November,4.67,2.32,6.95,5.28,1.76,,,,,,,
December,6.97,3.70,4.43,5.26,6.28,,,,,,,
Total,40.08,34.72,37.83,53.25,31.64,,,,,,,
Calc annual,40.08,34.72,37.83,53.25,31.64,0.00,11.15,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
