"WHITELANDS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1293/4,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.25,1.71,2.60,1.48,2.90,1.42,2.04,1.26,2.44,1.07,1.56,
February,0.44,0.19,1.50,2.76,0.70,1.99,2.28,3.23,1.08,0.93,0.90,
March,0.92,0.86,1.32,1.34,0.70,0.94,0.16,1.71,1.67,0.08,1.56,
April,3.63,1.64,2.32,1.65,2.25,1.50,4.17,2.22,1.35,1.38,2.36,
May,1.23,0.82,0.86,1.13,3.39,2.80,1.16,0.96,2.27,1.20,1.96,
June,0.92,0.09,1.31,0.79,1.83,0.42,2.29,2.50,2.10,0.58,0.66,
July,3.16,0.18,2.65,0.77,2.97,2.65,1.85,2.99,1.93,1.60,3.42,
August,2.43,1.84,1.48,2.02,2.13,3.21,0.92,2.91,2.88,1.33,2.28,
September,3.87,2.10,1.66,1.67,2.55,2.57,0.89,3.57,0.66,0.33,3.69,
October,0.72,0.98,1.62,4.06,3.86,3.05,2.39,1.67,2.80,2.70,0.96,
November,0.57,1.56,1.13,2.51,2.97,1.80,3.96,2.43,1.78,3.73,3.34,
December,2.41,1.21,1.90,1.72,2.87,1.97,0.55,2.31,2.96,3.82,2.27,
Total,22.55,13.18,20.35,21.90,29.12,24.32,22.66,27.76,23.92,18.75,24.96,
Calc annual,22.55,13.18,20.35,21.90,29.12,24.32,22.66,27.76,23.92,18.75,24.96,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
