HENLEY ON THAMES GREYS GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU723834,Long,-0.958792,Lat,51.544873,Elevation,370,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,-999,4.97,4,2.09,4.83,1.3,5.47,1.75,3.49,0.62,1.62,1.32,2.5,2.71,2.55,3.66,2.72,0.94,0.89,2.71,1.72,0.86,1.95,1.56,3,0.72,1.98,0.52,2.8,3.23,1.09,0.87,2.91,3.28,0.5,4.43,0.72,1.84,1.02,2.32,1.34,4.47,3.77,0.8,3.58,1.33,,,3.85,2.95,2.87,3.24,1.77,3.2,2.14,3.23,2.55,4.5,1.24,3.65,1.54,1.84,2.47,2.27,0.84,4.75,4.97,3.74,4.79,1.95,2.88,,,,,,,,,
February,,-999,1.92,1.81,1.82,1.75,2.16,1.91,2.13,4.03,3.18,3.22,1.78,3.83,1.37,2.59,0.69,0.7,1.41,2.24,0.71,0.03,1.19,3.55,1.36,0.11,0.55,3.2,1.68,2.31,3.88,1.59,1.53,0.62,3.44,0.55,2.09,1.4,1.25,0.48,4.22,1.69,2.4,0.93,2.75,4.16,4.34,,,3.23,0.57,0.3,2.64,4.19,0.4,3.66,2.33,4.05,2.04,0.79,0.67,2.02,0.27,3.13,0.17,2.27,2.28,5.47,0.58,1.11,3.51,2.62,,,,,,,,,
March,,-999,2.16,2.81,0.46,0.89,3.53,2.87,0.69,0.96,1.04,2.13,1.23,0.87,1.84,1.96,1.69,2.09,3.46,1.96,1.68,1.95,0.78,0.04,1.51,1.72,3.84,3.81,0.9,0.65,0.72,1.67,1.9,3.22,1.29,4.3,1.52,1.05,3.62,3.49,1.02,2.1,4.1,2.21,4.61,1.3,5.06,,,5.11,1.57,1.19,2.4,3.26,1.17,0.74,0.37,2.46,2.21,0.13,0.8,0.16,1.97,3.2,2.21,0.55,2.17,3.67,0.47,1.63,2.41,2.74,,,,,,,,,
April,,-999,2.13,0.41,1.91,1.34,2.04,2.94,2.24,2.9,2.05,0.77,4.32,1.14,1.75,1.79,1.54,1.06,1.85,2.05,1.96,1.16,0.89,0.02,1.39,1.16,0.38,1.3,1.72,2.56,1.19,2.81,1.07,2.51,1.31,2.02,0.69,2.75,4.25,2.23,2.1,1.49,0.03,3.01,0.84,0.97,0.89,,,2.73,3.17,1.07,3.12,2.94,2.97,2.06,3.06,1.72,1.96,1.02,2.23,3.92,2.72,1.25,1.64,3.66,1.72,3.39,0.1,3.42,2.34,1.65,,,,,,,,,
May,,-999,2.82,2.05,1.32,2.08,0.56,2.8,3.18,4.18,0.26,1.13,1.43,1.55,0.33,3.28,4.13,1.4,1.03,2.93,1.57,1.98,0.71,1.26,1.9,0.49,0.22,1.08,2.24,1.54,0.85,0.95,2.33,3.97,3.18,1.41,4.31,2.06,2.05,1.66,2,4.18,1.62,2.62,1.55,3.16,1.65,,,0.33,2.8,1.4,1.24,1.71,3.69,3.69,2.49,1.36,0.97,1.71,1.94,3.02,4.4,2.59,0.66,1.66,0.68,3.47,2.27,1.7,1.49,1.85,,,,,,,,,
June,,3.23,3,1.32,1.28,2.12,2.25,1.74,2.9,4.97,2.86,2.23,2.93,1.83,2.63,2.01,0.45,1.08,2.27,2.14,1.93,1.19,1.04,0.62,2.49,0.3,3.47,2.62,1.22,1.53,2.49,1.84,2.87,6.04,1.07,4.53,2.11,2,1.07,4.66,4.26,1.91,3.83,0.52,1.88,1.1,2.35,,,0.95,2.58,0.27,1.5,0.48,3.2,0.02,3.03,3.21,2.72,0.86,0.65,1.35,1.08,2.08,1.61,5,3.05,2.27,0.68,1.62,0.9,2.63,,,,,,,,,
July,,3.03,3.5,2.06,1.44,6.32,0.86,2.84,1.92,3.98,5.65,2.1,2.81,2.56,3.39,0.16,2.76,0.79,5.12,2.02,4.56,3.11,3.14,3.42,3.36,3.95,0.59,0.41,0.72,1.41,0.54,2.68,1.03,3.79,1.75,1.17,0.28,1.81,2.13,3.01,2.21,0.6,2.11,1.01,3.16,4.8,1.47,,,1.26,5.51,0.28,4.39,1.59,3.81,3.91,2.51,3.92,2.62,1.2,2.74,4.96,2,1.25,1.54,0.68,3.69,1.8,1.89,4.58,2.94,5.18,,,,,,,,,
August,,1.06,3.31,2.16,1.7,1.27,2.73,2.69,6.87,7.34,0.46,5.35,2.1,0.9,1.34,0.78,0.8,2.21,1.48,2.71,2.27,5.1,3.4,1.61,3.3,4,2.3,3.23,0.9,1.02,4.21,2.1,3.15,3.39,2.17,2.68,1.1,2.07,3.1,2.45,2.27,0.84,5.31,1.12,2.02,3.08,4.09,,1.57,3.15,1.57,1.92,4.19,2.67,2.32,4.73,1.38,3.03,2.24,1.01,2.86,5.04,2.51,0.49,2.36,2.24,0.33,1.6,2.76,2.94,0.04,4.46,,,,,,,,,
September,,4.75,1.67,3.33,3.94,1.95,6.41,1.41,1.4,3.42,4.44,2.25,2.23,4.47,1.72,4.66,1.78,2.31,1.24,1.42,0.83,1.16,3.61,0.87,2.81,0.89,6.31,2.38,1.15,1.96,0.57,1.84,1.27,1.95,1.62,1.47,0.93,0.84,1.94,3.44,0.28,1.33,2.84,1.84,0.86,3.08,1.22,,4.98,2.57,2.04,2.8,2.12,2.45,4.4,3.22,1.03,5.19,0.7,0.7,2.76,1.94,3.16,2.5,1.74,4.75,2.82,2.47,1.36,0.67,1.06,0.14,,,,,,,,,
October,,1.33,3.63,2.55,3.83,6.82,1.38,1.93,2.89,0.77,5.39,2.43,5.91,1.75,1.29,4.03,3.36,2.12,1.63,3.7,1.33,8.48,3.91,3.36,4.29,2.68,2.45,1.05,3.18,1.96,2.28,1.75,2.13,8.04,1.67,1.2,5.47,4.84,1.5,5.2,3.58,2.15,2.69,4.95,2.29,2.98,4.65,,1.58,1.32,2.22,1.49,1.07,5.15,4.09,3.27,2.21,2.11,4.93,3.16,1.31,0.79,4.56,2.13,1.67,3.19,1.8,2.83,3.5,5.36,3.57,1.01,,,,,,,,,
