"SLUBB HOUSE, WINSTON, WHORLTON, TEESDALE - observer - Dodgson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ120158,Long,-1.8160537,Lat,54.537329,Elevation,424,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,1.66,2.16,0.39,1.09,1.74,0.78,2,4.15,1.53,1.12,2.64,2.96,,,,,,,,,,,,,0.41,2.53,1.42,3.58,4.56,2.17,1.96,2.2,0.61,0.53,2.89,1.44,1.27,1.84,2.34,,,,,
February,,,,,,,1.4,1.39,0.35,0.86,0.86,2.01,0.99,0.84,1.58,1.33,2.16,1.34,,,,,,,,,,,,,2.62,3.97,1.96,2.79,1.35,1.67,0.65,0.88,2.09,1.32,1.21,0.05,2.89,2.86,4.42,,,,,
March,,,,,,,0.55,3.65,0.58,2.27,2.59,2.19,4.11,1.75,3.39,1.2,2.3,1.92,,,,,,,,,,,,,,3.32,1.82,1.59,2.22,2.28,2.53,1.75,4.47,2.78,2.02,2.02,1.14,0.73,1.69,,,,,
April,,,,,,,2.49,1.51,0.68,3.6,1.16,1.51,1.88,0.74,1.08,1.18,2.24,2.27,,,,,,,,,,,,,,1.42,3.96,2.24,1.67,1.81,2.68,1.09,1.71,3.44,1.23,3.57,1.43,0.56,1.7,,,,,
May,,,,,,,2.65,1.84,1.52,0.2,1.81,0.34,2.72,1.32,1.25,3.24,0.67,2.16,,,,,,,,,,,,,,1.31,1.37,1.68,0.65,3.28,5.14,1.77,1.06,1.42,2.02,1.54,2.82,2.07,3.14,,,,,
June,,,,,,,2.64,2.02,2.77,2.7,5.78,1.93,2.19,3.2,1.71,0.9,2.72,1.08,,,,,,,,,,,,,,1.71,3.47,1.9,0.44,1.85,0.8,0.44,2.82,0.15,2.81,1.06,3.66,1,3.37,,,,,
July,,,,,,,2.64,1.04,3.77,3.21,2.07,3.3,3.2,1.05,0.51,2.17,3.73,2.65,,,,,,,,,,,,,,3.03,3.09,3.54,6.42,0.32,4.54,1.59,5.56,2.24,2.26,3.63,1.68,3.41,2.07,,,,,
August,,,,,,,4.34,2.42,2.81,2.16,3.78,1.66,1.92,3.37,1.55,4.53,2.67,2.07,,,,,,,,,,,,,1.96,5.8,2.07,1.2,0.93,1.58,1.16,2.31,1.54,3.53,4.42,4.04,4.27,2.28,2.21,,,,,
September,,,,,,,3.11,2.62,2.83,2.83,1.35,2.83,1.1,2.29,1.79,0.16,4.83,1.28,,,,,,,,,,,,,4.27,3.71,2.77,4.21,1.47,2.08,1.89,3.25,1.1,0.77,1.28,1.84,2.77,1.11,0.92,,,,,
October,,,,,,,1.56,2.65,2.07,2.1,2.07,1.25,2.9,3.63,5.12,6.54,1.12,1.03,,,,,,,,,,,,,4.26,4.08,2.8,2.66,1.39,4.45,5.17,1.67,0.48,4.91,1.54,3.71,4.98,1.23,4.41,,,,,
November,,,,,,,0.47,2.18,1.96,3.22,2.87,5.11,1.01,2.35,2.2,2.01,1.99,0,,,,,,,,,,,,,2.72,2.67,3.72,1.59,1.31,2.03,3.04,3.65,6.1,1.39,3.54,3.01,1.21,1.69,1.43,,,,,
December,,,,,,,3.79,0.45,1.43,2.5,4.2,1.63,1.82,1.56,2.55,2.35,2.26,1.89,,,,,,,,,,,,,2.05,3.33,3.75,1.19,2.3,0.81,3.5,1.87,0.83,1.18,1.32,3.46,0.46,2.43,1.74,,,,,
Total,,,,,,,27.3,23.93,21.16,26.74,30.28,24.54,25.84,26.25,24.26,26.73,29.33,20.65,,,,,,,,,,,,,,36.88,32.2,28.17,24.71,24.33,33.06,22.47,28.37,23.66,26.54,29.37,28.58,21.21,29.44,,,,,
