"BRUCHE HALL, NEAR WARRINGTON",,,,,,,,,,,,
Grid ref,SJ626894,Long,-2.563955,Lat,53.400091,,,,,,,
Station no,RR6970,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,2.02,2.32,1.55,4.38,1.46,1.85,1.48,,
February,,,,1.79,3.27,1.40,2.71,1.34,2.47,0.74,,
March,,,,3.24,1.69,2.94,2.34,2.04,2.46,2.29,,
April,,,,1.39,1.63,2.07,1.24,1.01,2.70,2.72,,
May,,,,3.79,1.93,0.74,2.53,3.00,3.00,1.32,,
June,,,,1.83,1.68,2.33,2.27,5.22,2.00,2.18,,
July,,,,3.41,1.57,1.95,1.09,2.67,4.15,4.01,,
August,,,,3.43,4.24,3.46,2.74,3.63,2.61,3.59,,
September,,,,4.47,1.40,1.84,2.10,0.77,3.39,2.36,,
October,,,,5.74,2.06,3.27,4.39,3.03,1.91,4.61,,
November,,,,3.09,1.65,3.02,1.72,2.83,3.02,1.16,,
December,,,,1.58,2.71,0.58,3.05,2.39,2.14,6.01,,
Total,,,,35.78,26.15,25.15,30.56,29.39,31.70,32.47,,
Calc annual,0.00,0.00,0.00,35.78,26.15,25.15,30.56,29.39,31.70,32.47,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
