"BATLEY STAINCLIFFE RESERVOIR",,,,,,,,,,,,
Grid ref,SE229236,Long,-1.654554,Lat,53.708327,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.88,1.25,1.57,1.81,1.93,0.62,2.94,0.62,1.29,0.88,,
February,2.94,0.55,0.94,2.06,3.69,0.50,1.06,1.19,0.79,0.37,,
March,0.56,1.75,0.80,3.06,1.69,1.88,1.62,1.31,2.76,2.37,,
April,0.62,1.77,1.62,0.63,1.62,1.18,0.25,0.81,1.36,2.26,,
May,1.25,1.13,2.12,3.87,1.88,0.82,1.63,2.69,2.08,1.62,,
June,2.56,0.66,2.00,1.37,1.44,2.06,2.06,3.00,0.98,3.00,,
July,2.06,2.13,1.50,2.75,1.62,1.56,0.69,2.06,2.09,2.91,,
August,4.94,1.32,3.44,2.31,3.13,3.63,2.00,1.19,1.28,2.00,,
September,0.25,0.56,1.07,2.75,0.18,1.25,0.43,0.44,2.54,1.91,,
October,2.94,1.82,2.40,7.56,0.38,1.56,3.82,4.62,1.09,1.77,,
November,3.44,3.55,1.64,1.18,0.94,3.19,2.87,3.07,1.09,0.25,,
December,2.81,3.56,1.87,1.06,1.37,0.43,2.13,2.12,0.98,3.61,,
Total,27.25,20.05,20.97,30.41,19.87,18.68,21.50,23.12,18.33,22.95,,
Calc annual,27.25,20.05,20.97,30.41,19.87,18.68,21.50,23.12,18.33,22.95,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
