"MURTHLY, DOUGLASFIELD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO 09195 38399,Long,-3.477802,Lat,56.528811,Elevation,237,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,0.66,4,4.27,2.43,2.83,4.91,1.1,2.78,4,3.97,3.67,4.33,3.45,3.18,3.66,5.75,3.95,7.58,1.48,3.78,3.95,4.38,3.4,3.99,1.18,4.54,4.72,5.38,2.75,2.04,2.24,3.45,5.79,2.28,3.2,,,,,
February,,2.77,3.91,2.45,4.31,6.03,4.04,0.82,3.33,2.07,3.65,0.65,3.41,6.16,1.37,4.64,4.93,1.63,2.48,2.25,1.01,1.69,0.09,2.92,0.16,2.47,2.51,3.33,1.6,2.89,2.39,4.9,1.91,2.24,0.68,3.59,,,,,
March,,0.98,3.84,6.09,3.82,0.21,2.78,1.87,1.01,2.43,4.09,3.87,2.26,1.93,0.74,1.32,1.43,3.16,5.91,0.5,2.02,0.96,2.41,1.53,2.83,1.7,2.16,2.26,0.97,2.08,3.19,2.23,2.42,0.85,0.42,1.13,,,,,
April,,1.55,0.19,3.08,1.43,1.16,2.17,1.39,1.25,0.86,1.64,0.52,2.68,2.93,2.22,3.63,2,1.07,0.98,0.83,1.52,1.96,3,1.3,3.93,3.51,0.74,1.35,0.16,1.37,2.27,1.55,1.97,1.6,2.57,1.84,,,,,
May,,1.44,1.1,4.11,2.25,1.53,3.63,2.75,3.32,2.18,3.65,2.33,1.56,1.21,5.59,4.35,2.94,2.39,1.74,2.73,1.55,4.65,3.07,1.59,1.77,0.36,0.88,2.66,4,1.3,1.64,2.56,4.85,2.74,2.22,4.41,,,,,
June,,1.4,3.95,2.68,1.12,1.79,2.73,2.7,0.67,1.58,1.6,0.63,1.54,0.91,2,0.36,2.94,2.97,3.17,1.7,1.79,5.57,0.84,1.3,1.55,4.79,2.16,1.49,3.79,2.03,0.48,1.13,1.64,3.1,2.51,3.36,,,,,
July,,2.17,2.51,0.86,2.9,3.84,6.49,0.99,7.32,0.72,3.74,4.07,3.98,3.37,5.02,2.31,2.62,3.73,0.89,3.15,2.79,4.3,4.08,3.12,3.84,0.86,4.4,4.51,4.83,3.77,5.69,4.65,2.39,2.59,2.73,2.81,,,,,
August,,1.9,3.51,0.87,3.3,5.21,3.64,4.98,4.47,2.52,3.61,6.17,1.61,5.33,3.63,2.68,2.69,6.02,5.43,3.57,5.71,1.74,1.07,0.87,4.4,2.26,1.56,4.11,2.16,2.27,1.12,2.65,4.53,4.88,1.95,1.91,,,,,
September,,1.1,1.79,2.59,0.77,2.24,1.64,1.61,4.52,1.31,2.02,2.09,1.84,3.03,3.89,2.99,3.35,3.19,2.86,0.66,4.49,1.14,1.42,2.14,4.35,4.71,4.87,1.53,3.62,1.93,1.81,1.54,3.53,3.77,2.99,3.74,,,,,
October,,2.48,5.29,2.13,2.16,3.88,6.03,3.52,3.41,0.88,3.01,2.96,2.23,3.33,3.73,4.13,5.12,5.85,4.64,4.29,4,1.37,6.21,2.93,3.79,5.54,2.21,3.09,5.09,4.33,4.69,3.61,1.88,4.96,3.16,5.01,,,,,
November,,4.88,2.4,3.16,5.57,2.19,4.92,3.46,2.46,4.45,3.72,2.54,1.98,2.24,1.99,0.93,6.72,2.61,3.66,3.99,3.3,8.16,1.94,2.7,0.5,4.46,2.36,0.32,5.76,6.12,5.7,3.95,0.65,1.74,4.65,1.37,,,,,
December,,6.12,6.53,1.33,7.23,6.57,4.57,1.56,2.3,6.18,4.43,2.21,3.17,3.13,6.59,3.67,0.44,1.46,3.83,5.61,4.79,1.4,6.12,0.98,6.64,2.71,3.87,3.07,3.02,2.64,2.82,2.52,4.66,1.56,2.83,4.66,,,,,
Total,,27.45,39.02,33.62,37.29,37.48,47.55,26.75,36.84,29.18,39.13,31.71,30.59,37.02,39.95,34.67,40.93,38.03,43.17,30.76,36.75,36.89,34.63,24.78,37.75,34.55,32.26,32.44,40.38,33.48,33.84,33.53,33.88,35.82,28.99,37.03,,,,,
