"GOUDHURST (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ711368,Long,0.442603,Lat,51.104966,,,,,,,
Station no,321/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,5.49,2.91,3.34,3.34,2.90,,
February,,,,,,0.91,5.38,2.44,0.04,2.48,,
March,,,,,,1.12,1.04,1.87,1.97,2.43,,
April,,,,,,0.94,0.26,1.55,2.83,0.73,,
May,,,,,,0.38,1.28,2.39,1.31,2.08,,
June,,,,,,2.42,1.05,4.10,0.88,1.40,,
July,,,,,,3.66,4.02,2.32,2.02,3.16,,
August,,,,,,3.69,2.30,5.18,0.97,4.71,,
September,,,,,,2.87,3.09,3.02,0.07,3.79,,
October,,,,,,1.49,1.29,3.51,3.26,8.14,,
November,,,,,,1.18,3.44,1.40,5.27,7.19,,
December,,,,,,4.96,2.53,4.46,7.69,4.40,,
Total,,,,,,29.11,28.59,35.58,29.65,43.41,,
Calc annual,0.00,0.00,0.00,0.00,0.00,29.11,28.59,35.58,29.65,43.41,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,-0.00,0.00,,
