Rainfall at,HARRIS ISLAND GLASS
,
Station no,,
,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,7.10,3.49,2.91,2.88,4.25,2.11,4.86,1.66,4.76,4.17,
February,1.06,5.50,2.77,2.92,5.17,0.23,2.47,2.66,5.68,2.97,
March,4.45,3.13,1.00,2.29,4.43,3.10,5.59,5.52,3.86,4.30,
April,3.30,0.50,1.57,0.35,0.68,2.99,2.61,2.14,3.04,4.23,
May,0.65,1.10,3.95,0.91,2.24,1.56,0.87,2.14,3.17,1.65,
June,3.25,2.74,1.66,0.70,1.10,2.04,3.24,0.96,4.17,1.92,
July,4.42,1.84,2.13,1.15,1.40,3.84,3.57,4.00,3.50,2.15,
August,2.47,3.13,2.27,5.30,3.67,4.95,4.81,2.41,6.15,0.68,
September,3.00,4.70,6.53,3.83,0.32,3.65,4.09,5.40,5.55,7.69,
October,8.35,4.27,3.07,6.42,2.95,3.54,3.86,2.44,3.51,5.23,
November,4.98,4.81,4.54,4.57,5.72,3.15,4.12,3.44,4.85,6.35,
December,3.05,6.98,3.48,3.73,4.70,4.59,3.57,5.22,9.77,4.45,
Total,46.08,-999.00,35.88,35.05,36.63,35.75,43.66,37.99,58.01,45.79,
Calc annual,46.08,42.19,35.88,35.05,36.63,35.75,43.66,37.99,58.01,45.79,
Difference,0.00,-1041.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
